title|gross|opening|theaters|year|genres|imdbid|imdbrating|imdburl|metascore|movieid|mpaarating|nvotes
Frost/Nixon|$18,622,031|$180,708|1,105|2008|Drama,History|0870111|7.7|http://akas.imdb.com/title/tt0870111/|80|0870111|R|88123
Kit Kittredge: An American Girl|$17,657,973|$220,297|1,849|2008|Drama,Family|0846308|6.7|http://akas.imdb.com/title/tt0846308/|63|0846308|NA|4662
The Ruins|$17,432,844|$8,003,421|2,814|2008|Horror|0963794|5.9|http://akas.imdb.com/title/tt0963794/|44|0963794|R|59450
Swing Vote|$16,289,867|$6,230,669|2,213|2008|Comedy,Drama|1027862|6.1|http://akas.imdb.com/title/tt1027862/|47|1027862|PG-13|14969
Pride & Glory|$15,740,721|$6,262,396|2,585|2008|Crime,Drama,Thriller|0482572|6.7|http://akas.imdb.com/title/tt0482572/|45|0482572|R|52710
Bangkok Dangerous|$15,298,133|$7,783,266|2,654|2008|Action,Crime,Thriller|0814022|5.4|http://akas.imdb.com/title/tt0814022/|24|0814022|R|47882
Last Chance Harvey|$14,889,042|$97,260|1,108|2008|Drama,Romance|1046947|6.7|http://akas.imdb.com/title/tt1046947/|57|1046947|PG-13|17916
Disaster Movie|$14,190,901|$5,836,973|2,642|2008|Comedy|1213644|1.9|http://akas.imdb.com/title/tt1213644/|15|1213644|PG-13|74362
The Duchess|$13,848,978|$190,426|1,207|2008|Biography,Drama,History,Romance|0864761|6.9|http://akas.imdb.com/title/tt0864761/|62|0864761|PG-13|60927
Fly Me to the Moon|$13,816,982|$1,900,523|713|2008|Animation,Adventure,Family|0486321|4.6|http://akas.imdb.com/title/tt0486321/|36|0486321|NA|3530
The Haunting of Molly Hartley|$13,559,812|$5,423,315|2,652|2008|Drama,Horror,Thriller|1045655|3.8|http://akas.imdb.com/title/tt1045655/|28|1045655|PG-13|7840
Ghost Town|$13,367,624|$5,012,315|1,512|2008|Comedy,Drama,Fantasy,Romance|0995039|6.7|http://akas.imdb.com/title/tt0995039/|72|0995039|PG-13|60093
Religulous|$13,011,160|$3,409,643|568|2008|Documentary,Comedy,War|0815241|7.7|http://akas.imdb.com/title/tt0815241/|56|0815241|R|51888
The Pirates Who Don't Do Anything|$12,981,269|$4,251,320|1,340|2008|Animation,Adventure,Comedy,Family|0475998|5.7|http://akas.imdb.com/title/tt0475998/|49|0475998|NA|2015
Rachel Getting Married|$12,796,841|$293,369|391|2008|Drama,Romance|1084950|6.7|http://akas.imdb.com/title/tt1084950/|82|1084950|R|41002
Under the Same Moon|$12,590,147|$2,769,655|454|2008|Drama|3140704|NA|http://akas.imdb.com/title/tt3140704/|NA|3140704|NA|NA
Miss Pettigrew Lives for a Day|$12,313,694|$2,490,942|539|2008|Comedy,Romance|0970468|7.1|http://akas.imdb.com/title/tt0970468/|63|0970468|PG-13|21937
Soul Men|$12,082,391|$5,401,605|2,048|2008|Comedy,Drama,Music|1111948|6.5|http://akas.imdb.com/title/tt1111948/|49|1111948|R|7728
Meet Dave|$11,803,254|$5,251,918|3,011|2008|Adventure,Comedy,Family,Romance,Sci-Fi|0765476|4.9|http://akas.imdb.com/title/tt0765476/|43|0765476|PG|31329
The Longshots|$11,537,046|$4,080,687|2,089|2008|Biography,Comedy,Drama,Family,Sport|1091751|5.1|http://akas.imdb.com/title/tt1091751/|52|1091751|PG|3144
Be Kind, Rewind|$11,175,164|$4,050,655|810|2008|Comedy|0799934|6.4|http://akas.imdb.com/title/tt0799934/|52|0799934|PG-13|79396
Doomsday|$11,008,770|$4,926,565|1,938|2008|Action,Sci-Fi,Thriller|0483607|6.0|http://akas.imdb.com/title/tt0483607/|51|0483607|R|62373
Stop-Loss|$10,915,744|$4,555,117|1,305|2008|Drama,War|0489281|6.5|http://akas.imdb.com/title/tt0489281/|61|0489281|R|17639
Penelope|$10,011,996|$3,802,144|1,207|2008|Adventure,Comedy,Drama,Romance|0844286|6.9|http://akas.imdb.com/title/tt0844286/|55|0844286|PG-13|41399
The Express|$9,793,406|$4,562,675|2,810|2008|Biography,Drama,Sport|0469903|7.3|http://akas.imdb.com/title/tt0469903/|58|0469903|PG|16535
Smart People|$9,511,289|$4,092,465|1,119|2008|Comedy,Drama,Romance|0858479|6.2|http://akas.imdb.com/title/tt0858479/|57|0858479|R|20735
The Boy in the Striped Pajamas|$9,046,156|$253,085|679|2008|Drama,War|0914798|7.8|http://akas.imdb.com/title/tt0914798/|55|0914798|PG-13|129763
Sex Drive|$8,402,485|$3,607,164|2,421|2008|Adventure,Comedy,Romance|1135985|6.6|http://akas.imdb.com/title/tt1135985/|49|1135985|R|72000
Cadillac Records|$8,195,551|$3,445,559|701|2008|Biography,Drama,Music|1042877|7.0|http://akas.imdb.com/title/tt1042877/|65|1042877|R|15235
Punisher: War Zone|$8,050,977|$4,271,451|2,508|2008|Action,Crime,Drama,Thriller|0450314|6.0|http://akas.imdb.com/title/tt0450314/|30|0450314|R|48386
Miracle at St. Anna|$7,919,117|$3,477,996|1,185|2008|Action,Crime,Drama,Thriller,War|1046997|6.0|http://akas.imdb.com/title/tt1046997/|37|1046997|R|15585
City of Ember|$7,873,007|$3,129,473|2,023|2008|Adventure,Family,Fantasy,Sci-Fi|0970411|6.5|http://akas.imdb.com/title/tt0970411/|58|0970411|PG|52400
In Bruges|$7,800,824|$459,575|232|2008|Comedy,Crime,Drama|0780536|8.0|http://akas.imdb.com/title/tt0780536/|67|0780536|R|303843
Expelled: No Intelligence Allowed|$7,720,487|$2,970,848|1,052|2008|Documentary|1091617|3.7|http://akas.imdb.com/title/tt1091617/|20|1091617|PG|11162
Dolphins and Whales: Tribes of the Ocean 3D|$7,714,996|$41,695|42|2008|Documentary,Short,Adventure|0996382|6.4|http://akas.imdb.com/title/tt0996382/|NA|0996382|NA|170
Over Her Dead Body|$7,563,670|$4,025,115|1,977|2008|Comedy,Fantasy,Romance|0785007|5.2|http://akas.imdb.com/title/tt0785007/|30|0785007|PG-13|21121
Nothing Like the Holidays|$7,503,736|$3,531,664|1,671|2008|Comedy,Drama,Romance|1151915|6.2|http://akas.imdb.com/title/tt1151915/|50|1151915|PG-13|3020
An American Carol|$7,013,191|$3,656,000|1,639|2008|Comedy,Fantasy|1190617|4.3|http://akas.imdb.com/title/tt1190617/|20|1190617|PG-13|8514
Strange Wilderness|$6,575,282|$3,001,719|1,211|2008|Adventure,Comedy|0489282|5.3|http://akas.imdb.com/title/tt0489282/|12|0489282|R|18440
Brideshead Revisited|$6,432,256|$339,616|501|2008|Drama,Romance|0412536|6.7|http://akas.imdb.com/title/tt0412536/|64|0412536|PG-13|9876
The Rocker|$6,409,528|$2,636,048|2,784|2008|Comedy,Music|1031969|6.2|http://akas.imdb.com/title/tt1031969/|53|1031969|PG-13|32121
RockNRolla|$5,700,626|$144,701|826|2008|Action,Crime,Thriller|1032755|7.3|http://akas.imdb.com/title/tt1032755/|53|1032755|R|192447
Shine a Light|$5,505,267|$1,488,081|277|2008|Documentary,Biography,Music|0893382|7.2|http://akas.imdb.com/title/tt0893382/|76|0893382|PG-13|9563
The Counterfeiters|$5,488,570|$87,514|170|2008|Short|2440998|NA|http://akas.imdb.com/title/tt2440998/|NA|2440998|NA|NA
Hamlet 2|$4,886,216|$439,925|1,597|2008|Comedy,Music|1104733|6.4|http://akas.imdb.com/title/tt1104733/|54|1104733|R|15151
College|$4,694,636|$2,153,109|2,124|2008|Comedy|0844671|4.6|http://akas.imdb.com/title/tt0844671/|15|0844671|R|10965
Deception (2008)|$4,598,506|$2,312,146|2,001|2008|Crime,Drama,Mystery,Thriller|0800240|6.1|http://akas.imdb.com/title/tt0800240/|31|0800240|R|32402
Flash of Genius|$4,442,377|$2,251,075|1,098|2008|Biography,Drama|1054588|7.0|http://akas.imdb.com/title/tt1054588/|57|1054588|PG-13|14153
Witless Protection|$4,161,625|$2,116,692|1,354|2008|Comedy,Crime|1001562|3.1|http://akas.imdb.com/title/tt1001562/|17|1001562|PG-13|5437
Bottle Shock|$4,078,607|$278,075|401|2008|Comedy,Drama|0914797|6.8|http://akas.imdb.com/title/tt0914797/|56|0914797|PG-13|12008
The Class|$3,766,810||126|2008|Drama|1068646|7.5|http://akas.imdb.com/title/tt1068646/|92|1068646|PG-13|29015
Elegy|$3,581,642|$104,168|142|2008|Drama,Romance|0974554|6.8|http://akas.imdb.com/title/tt0974554/|66|0974554|R|19288
Happy-Go-Lucky|$3,512,016|$73,867|202|2008|Comedy,Drama|1045670|7.0|http://akas.imdb.com/title/tt1045670/|84|1045670|R|32059
Jodhaa Akbar|$3,440,718|$1,300,000|125|2008|Action,Adventure,Biography,Drama,History,Musical,Romance|0449994|7.6|http://akas.imdb.com/title/tt0449994/|69|0449994|NA|17911
Blindness|$3,351,751|$1,950,260|1,690|2008|Drama,Mystery,Sci-Fi,Thriller|0861689|6.6|http://akas.imdb.com/title/tt0861689/|45|0861689|R|58932
I've Loved You So Long|$3,169,305|$72,205|69|2008|Drama|1068649|7.6|http://akas.imdb.com/title/tt1068649/|79|1068649|PG-13|17615
Synecdoche, New York|$3,083,538|$172,194|119|2008|Comedy,Drama|0383028|7.5|http://akas.imdb.com/title/tt0383028/|67|0383028|R|54660
Man on Wire|$2,962,242|$51,392|93|2008|Documentary,Biography,Crime,History,Thriller|1155592|7.9|http://akas.imdb.com/title/tt1155592/|89|1155592|PG-13|39635
Choke|$2,926,565|$1,319,286|435|2008|Comedy,Drama|1024715|6.5|http://akas.imdb.com/title/tt1024715/|47|1024715|R|28407
How to Lose Friends and Alienate People|$2,778,752|$1,430,294|1,750|2008|Comedy,Drama,Romance|0455538|6.5|http://akas.imdb.com/title/tt0455538/|35|0455538|R|60710
Frozen River|$2,511,476|$70,234|96|2008|Crime,Drama|0978759|7.2|http://akas.imdb.com/title/tt0978759/|82|0978759|R|21623
Ghajini|$2,430,627|$766,859|83|2008|Action,Drama,Mystery,Romance,Thriller|1166100|7.3|http://akas.imdb.com/title/tt1166100/|NA|1166100|NA|34967
Redbelt|$2,345,941|$63,361|1,379|2008|Drama,Sport|1012804|6.8|http://akas.imdb.com/title/tt1012804/|69|1012804|R|18467
Waltz with Bashir|$2,283,849|$50,021|208|2008|Documentary,Animation,Biography,Drama,History,War|1185616|8.0|http://akas.imdb.com/title/tt1185616/|91|1185616|R|45621
The Fall|$2,266,905|$79,611|111|2008|Drama|0893325|6.0|http://akas.imdb.com/title/tt0893325/|NA|0893325|R|86
Transsiberian|$2,206,405|$34,615|154|2008|Crime,Drama,Mystery,Thriller|0800241|6.7|http://akas.imdb.com/title/tt0800241/|72|0800241|R|42468
Priceless|$2,165,188|$116,308|44|2008|Crime,Drama,Romance|1027729|6.4|http://akas.imdb.com/title/tt1027729/|NA|1027729|NA|65
Singh Is Kinng|$2,159,376|$1,154,528|112|2008|Action,Comedy,Crime,Romance|1146325|5.7|http://akas.imdb.com/title/tt1146325/|NA|1146325|NA|10362
Let the Right One In (2008)|$2,122,065|$49,295|53|2008|Drama,Horror,Romance|1139797|8.0|http://akas.imdb.com/title/tt1139797/|82|1139797|R|171529
Avatar|$749,766,139|$77,025,481|3,461|2009|Action,Adventure,Fantasy,Sci-Fi|0499549|7.9|http://akas.imdb.com/title/tt0499549/|83|0499549|PG-13|874635
Transformers: Revenge of the Fallen|$402,111,870|$108,966,307|4,293|2009|Action,Adventure,Sci-Fi|1055369|6.0|http://akas.imdb.com/title/tt1055369/|35|1055369|PG-13|319380
Harry Potter and the Half-Blood Prince|$301,959,197|$77,835,727|4,455|2009|Adventure,Family,Fantasy,Mystery|0417741|7.5|http://akas.imdb.com/title/tt0417741/|78|0417741|PG|315901
The Twilight Saga: New Moon|$296,623,634|$142,839,137|4,124|2009|Adventure,Drama,Fantasy,Romance|1259571|4.6|http://akas.imdb.com/title/tt1259571/|44|1259571|PG-13|218709
Up|$293,004,164|$68,108,790|3,886|2009|Animation,Adventure,Comedy,Family|1049413|8.3|http://akas.imdb.com/title/tt1049413/|88|1049413|PG|651199
The Hangover|$277,322,503|$44,979,319|3,545|2009|Comedy|1119646|7.8|http://akas.imdb.com/title/tt1119646/|73|1119646|R|576609
Star Trek|$257,730,019|$75,204,289|4,053|2009|Action,Adventure,Sci-Fi|0796366|8.0|http://akas.imdb.com/title/tt0796366/|82|0796366|PG-13|495010
The Blind Side|$255,959,475|$34,119,372|3,407|2009|Biography,Drama,Sport|0878804|7.7|http://akas.imdb.com/title/tt0878804/|53|0878804|PG-13|219370
Alvin and the Chipmunks: The Squeakquel|$219,614,612|$48,875,415|3,747|2009|Animation,Comedy,Family,Fantasy,Music|1231580|4.5|http://akas.imdb.com/title/tt1231580/|41|1231580|PG|31053
Sherlock Holmes|$209,028,679|$62,304,277|3,626|2009|Action,Adventure,Crime,Mystery,Thriller|0988045|7.6|http://akas.imdb.com/title/tt0988045/|57|0988045|PG-13|470816
Monsters Vs. Aliens|$198,351,526|$59,321,095|4,136|2009|Animation,Action,Adventure,Comedy,Family,Sci-Fi|0892782|6.6|http://akas.imdb.com/title/tt0892782/|56|0892782|PG|112777
Ice Age: Dawn of the Dinosaurs|$196,573,705|$41,690,382|4,102|2009|Animation,Action,Adventure,Comedy,Family|1080016|7.0|http://akas.imdb.com/title/tt1080016/|50|1080016|PG|163133
X-Men Origins: Wolverine|$179,883,157|$85,058,003|4,102|2009|Action,Adventure,Sci-Fi,Thriller|0458525|6.7|http://akas.imdb.com/title/tt0458525/|40|0458525|PG-13|355662
Night at the Museum: Battle of the Smithsonian|$177,243,721|$54,173,286|4,101|2009|Adventure,Comedy,Family,Fantasy|1078912|5.9|http://akas.imdb.com/title/tt1078912/|42|1078912|PG|127961
2012|$166,112,167|$65,237,614|3,444|2009|Action,Adventure,Sci-Fi|1190080|5.8|http://akas.imdb.com/title/tt1190080/|49|1190080|PG-13|278961
The Proposal|$163,958,031|$33,627,598|3,158|2009|Comedy,Drama,Romance|1041829|6.7|http://akas.imdb.com/title/tt1041829/|48|1041829|PG-13|223849
Fast and Furious|$155,064,265|$70,950,500|3,674|2009|Action,Crime,Thriller|1013752|6.6|http://akas.imdb.com/title/tt1013752/|45|1013752|PG-13|200421
G.I. Joe: The Rise of Cobra|$150,201,498|$54,713,046|4,007|2009|Action,Adventure,Sci-Fi,Thriller|1046173|5.8|http://akas.imdb.com/title/tt1046173/|32|1046173|PG-13|172817
Paul Blart: Mall Cop|$146,336,178|$31,832,636|3,206|2009|Action,Comedy,Crime|1114740|5.2|http://akas.imdb.com/title/tt1114740/|39|1114740|PG|83358
Taken|$145,000,989|$24,717,037|3,184|2009|Horror|1310670|6.8|http://akas.imdb.com/title/tt1310670/|NA|1310670|NA|35
A Christmas Carol (2009)|$137,855,863|$30,051,075|3,683|2009|Animation,Drama,Family,Fantasy|1067106|6.8|http://akas.imdb.com/title/tt1067106/|55|1067106|PG|71914
Angels & Demons|$133,375,846|$46,204,168|3,527|2009|Mystery,Thriller|0808151|6.7|http://akas.imdb.com/title/tt0808151/|48|0808151|PG-13|205102
Terminator Salvation|$125,322,469|$42,558,390|3,602|2009|Action,Sci-Fi|0438488|6.6|http://akas.imdb.com/title/tt0438488/|49|0438488|PG-13|282895
Cloudy with a Chance of Meatballs|$124,870,275|$30,304,648|3,119|2009|Animation,Comedy,Family,Sci-Fi|0844471|7.0|http://akas.imdb.com/title/tt0844471/|66|0844471|PG|149709
Inglourious Basterds|$120,540,719|$38,054,676|3,358|2009|Adventure,Drama,War|0361748|8.3|http://akas.imdb.com/title/tt0361748/|69|0361748|R|868407
G-Force|$119,436,770|$31,706,934|3,697|2009|Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi|0436339|5.1|http://akas.imdb.com/title/tt0436339/|41|0436339|PG|32647
District 9|$115,646,235|$37,354,308|3,180|2009|Action,Sci-Fi|1136608|8.0|http://akas.imdb.com/title/tt1136608/|81|1136608|R|525996
It's Complicated|$112,735,375|$22,100,820|2,955|2009|Comedy,Drama,Romance|1230414|6.6|http://akas.imdb.com/title/tt1230414/|57|1230414|R|69148
Couples Retreat|$109,204,945|$34,286,740|3,074|2009|Comedy|1078940|5.5|http://akas.imdb.com/title/tt1078940/|23|1078940|PG-13|82774
Watchmen|$107,509,799|$55,214,334|3,611|2009|Action,Adventure,Mystery,Sci-Fi|0409459|7.6|http://akas.imdb.com/title/tt0409459/|56|0409459|R|386836
The Princess and the Frog|$104,400,899|$786,190|3,475|2009|Animation,Family,Fantasy,Musical,Romance|0780521|7.1|http://akas.imdb.com/title/tt0780521/|73|0780521|NA|87820
Public Enemies|$97,104,620|$25,271,675|3,336|2009|Biography,Crime,Drama,History,Romance|1152836|7.0|http://akas.imdb.com/title/tt1152836/|70|1152836|R|228883
Julie & Julia|$94,125,426|$20,027,956|2,528|2009|Biography,Drama,Romance|1135503|7.0|http://akas.imdb.com/title/tt1135503/|66|1135503|PG-13|78341
He's Just Not That Into You|$93,953,653|$27,785,487|3,175|2009|Comedy,Drama,Romance|1001508|6.4|http://akas.imdb.com/title/tt1001508/|47|1001508|PG-13|130639
Tyler Perry's Madea Goes to Jail|$90,508,336|$41,030,947|2,203|2009|Comedy,Crime,Drama|1142800|4.1|http://akas.imdb.com/title/tt1142800/|50|1142800|PG-13|9483
The Ugly Truth|$88,915,214|$27,605,576|2,975|2009|Comedy,Romance|1142988|6.5|http://akas.imdb.com/title/tt1142988/|28|1142988|R|161454
Up in the Air|$83,823,381|$1,181,450|2,218|2009|Drama,Romance|1193138|7.4|http://akas.imdb.com/title/tt1193138/|83|1193138|R|268015
Knowing|$79,957,634|$24,604,751|3,337|2009|Drama,Mystery,Sci-Fi,Thriller|0448011|6.2|http://akas.imdb.com/title/tt0448011/|41|0448011|PG-13|185309
Hannah Montana The Movie|$79,576,189|$32,324,487|3,231|2009|Comedy,Drama,Family,Music,Romance|1114677|4.2|http://akas.imdb.com/title/tt1114677/|47|1114677|NA|31300
Where the Wild Things Are|$77,233,467|$32,695,407|3,735|2009|Adventure,Drama,Family,Fantasy|0386117|6.8|http://akas.imdb.com/title/tt0386117/|71|0386117|PG|86980
Zombieland|$75,590,286|$24,733,155|3,171|2009|Adventure,Comedy,Horror,Sci-Fi|1156398|7.7|http://akas.imdb.com/title/tt1156398/|73|1156398|R|380055
Coraline|$75,286,229|$16,849,640|2,320|2009|Animation,Fantasy|0327597|7.7|http://akas.imdb.com/title/tt0327597/|80|0327597|PG|140801
Law Abiding Citizen|$73,357,727|$21,039,502|2,890|2009|Crime,Drama,Thriller|1197624|7.4|http://akas.imdb.com/title/tt1197624/|34|1197624|R|215067
Hotel for Dogs|$73,034,460|$17,012,212|3,271|2009|Comedy,Family|0785006|5.4|http://akas.imdb.com/title/tt0785006/|51|0785006|PG|15994
Michael Jackson's This Is It|$72,091,016|$23,234,394|3,481|2009|Documentary,Music|1477715|7.3|http://akas.imdb.com/title/tt1477715/|67|1477715|PG|32930
I Love You, Man|$71,440,011|$17,810,270|2,829|2009|Comedy,Romance|1155056|7.1|http://akas.imdb.com/title/tt1155056/|70|1155056|R|164621
Obsessed|$68,261,644|$28,612,730|2,634|2009|Drama,Romance,Thriller|1198138|4.9|http://akas.imdb.com/title/tt1198138/|25|1198138|PG-13|22528
Race to Witch Mountain|$67,172,594|$24,402,214|3,268|2009|Action,Adventure,Family,Fantasy,Sci-Fi,Thriller|1075417|5.7|http://akas.imdb.com/title/tt1075417/|52|1075417|PG|42701
The Final Destination|$66,477,700|$27,408,309|3,121|2009|Horror|1144884|5.2|http://akas.imdb.com/title/tt1144884/|30|1144884|R|74301
The Taking of Pelham 1 2 3|$65,452,312|$23,373,102|3,077|2009|Action,Crime,Thriller|1111422|6.4|http://akas.imdb.com/title/tt1111422/|55|1111422|R|148402
Friday the 13th (2009)|$65,002,019|$40,570,365|3,105|2009|Horror|0758746|5.6|http://akas.imdb.com/title/tt0758746/|34|0758746|R|74028
17 Again|$64,167,069|$23,722,310|3,255|2009|Comedy,Drama,Family,Fantasy,Romance|0974661|6.4|http://akas.imdb.com/title/tt0974661/|48|0974661|PG-13|145201
The Time Traveler's Wife|$63,414,846|$18,623,171|2,988|2009|Drama,Fantasy,Romance,Sci-Fi|0452694|7.1|http://akas.imdb.com/title/tt0452694/|47|0452694|PG-13|113433
Bruno|$60,054,530|$30,619,130|2,759|2009|Comedy|0889583|5.8|http://akas.imdb.com/title/tt0889583/|54|0889583|R|118195
Bride Wars|$58,715,510|$21,058,173|3,228|2009|Comedy,Romance|0901476|5.4|http://akas.imdb.com/title/tt0901476/|24|0901476|PG|77822
The Haunting in Connecticut|$55,389,516|$23,004,765|2,732|2009|Drama,Horror,Mystery,Thriller|0492044|5.9|http://akas.imdb.com/title/tt0492044/|33|0492044|PG-13|48549
Ghosts of Girlfriends Past|$55,250,026|$15,411,434|3,175|2009|Comedy,Fantasy,Romance|0821640|5.7|http://akas.imdb.com/title/tt0821640/|34|0821640|PG-13|66596
Funny People|$51,855,045|$22,657,780|3,008|2009|Comedy,Drama|1201167|6.4|http://akas.imdb.com/title/tt1201167/|60|1201167|R|100224
Tyler Perry's I Can Do Bad All By Myself|$51,733,921|$23,446,785|2,255|2009|Comedy,Drama|1385912|4.1|http://akas.imdb.com/title/tt1385912/|55|1385912|PG-13|8307
My Bloody Valentine 3-D|$51,545,952|$21,241,456|2,534|2009|Horror,Thriller|1179891|5.5|http://akas.imdb.com/title/tt1179891/|51|1179891|R|45232
Old Dogs|$49,492,060|$16,894,511|3,425|2009|Comedy,Family|0976238|5.4|http://akas.imdb.com/title/tt0976238/|19|0976238|PG|30907
Land of the Lost|$49,438,370|$18,837,350|3,534|2009|Adventure,Comedy,Sci-Fi|0457400|5.4|http://akas.imdb.com/title/tt0457400/|32|0457400|PG-13|51483
My Sister's Keeper|$49,200,230|$12,442,212|2,606|2009|Drama|1078588|7.4|http://akas.imdb.com/title/tt1078588/|51|1078588|PG-13|73420
"Precious: Based on the Novel ""Push"" by Sapphire"|$47,566,524|$1,872,458|1,003|2009|Drama|0929632|7.4|http://akas.imdb.com/title/tt0929632/|79|0929632|R|85816
Underworld: Rise of the Lycans|$45,802,315|$20,828,511|2,942|2009|Action,Adventure,Fantasy,Sci-Fi,Thriller|0834001|6.6|http://akas.imdb.com/title/tt0834001/|44|0834001|R|118373
Confessions of a Shopaholic|$44,277,350|$15,066,360|2,534|2009|Comedy,Family,Romance|1093908|5.8|http://akas.imdb.com/title/tt1093908/|38|1093908|PG|62394
The Lovely Bones|$44,114,232|$116,616|2,638|2009|Drama,Fantasy|0380510|6.7|http://akas.imdb.com/title/tt0380510/|42|0380510|PG-13|123461
Year One|$43,337,279|$19,610,304|3,024|2009|Adventure,Comedy|1045778|4.9|http://akas.imdb.com/title/tt1045778/|34|1045778|PG-13|76165
The Unborn (2009)|$42,670,410|$19,810,585|2,359|2009|Drama,Horror,Mystery,Thriller|1139668|4.8|http://akas.imdb.com/title/tt1139668/|30|1139668|PG-13|41615
Planet 51|$42,194,060|$12,286,129|3,035|2009|Animation,Adventure,Comedy,Family,Sci-Fi|0762125|6.1|http://akas.imdb.com/title/tt0762125/|39|0762125|PG|40809
Drag Me to Hell|$42,100,625|$15,825,480|2,510|2009|Horror,Thriller|1127180|6.6|http://akas.imdb.com/title/tt1127180/|83|1127180|PG-13|156423
Orphan|$41,596,251|$12,871,483|2,750|2009|Horror,Mystery,Thriller|1148204|7.0|http://akas.imdb.com/title/tt1148204/|42|1148204|R|138001
Duplicity|$40,572,825|$13,965,110|2,579|2009|Crime,Romance,Thriller|1135487|6.2|http://akas.imdb.com/title/tt1135487/|69|1135487|PG-13|41517
Crazy Heart|$39,464,306|$82,664|1,361|2009|Drama,Music,Romance|1263670|7.3|http://akas.imdb.com/title/tt1263670/|83|1263670|R|66853
Surrogates|$38,577,772|$14,902,692|2,992|2009|Action,Sci-Fi,Thriller|0986263|6.3|http://akas.imdb.com/title/tt0986263/|45|0986263|PG-13|150378
Ninja Assassin|$38,122,883|$13,316,158|2,503|2009|Action,Crime,Thriller|1186367|6.4|http://akas.imdb.com/title/tt1186367/|34|1186367|R|57889
Invictus|$37,491,364|$8,611,147|2,170|2009|Biography,Drama,History,Sport|1057500|7.4|http://akas.imdb.com/title/tt1057500/|74|1057500|PG-13|122645
State of Play|$37,017,955|$14,071,280|2,807|2009|Crime,Drama,Mystery,Thriller|0473705|7.1|http://akas.imdb.com/title/tt0473705/|64|0473705|PG-13|112346
Notorious (2009)|$36,843,682|$20,497,596|1,641|2009|Biography,Drama,Music|0472198|6.6|http://akas.imdb.com/title/tt0472198/|60|0472198|R|30036
The Pink Panther 2|$35,922,978|$11,588,150|3,245|2009|Adventure,Comedy,Crime,Family,Mystery|0838232|5.5|http://akas.imdb.com/title/tt0838232/|36|0838232|PG|32538
Under the Sea 3D|$35,916,045|$661,185|108|2009|Documentary,Short|1020876|7.6|http://akas.imdb.com/title/tt1020876/|77|1020876|NA|1393
All About Steve|$33,862,903|$11,241,214|2,265|2009|Comedy,Romance|0881891|4.8|http://akas.imdb.com/title/tt0881891/|17|0881891|PG-13|32751
Halloween II (2009)|$33,392,973|$16,349,565|3,088|2009|Horror|1311067|4.9|http://akas.imdb.com/title/tt1311067/|35|1311067|R|35893
The Informant!|$33,316,821|$10,464,314|2,505|2009|Comedy,Crime,Drama,Thriller|1130080|6.5|http://akas.imdb.com/title/tt1130080/|66|1130080|R|52302
The Last House on the Left (2009)|$32,752,215|$14,118,685|2,402|2009|Horror,Thriller|0844708|6.6|http://akas.imdb.com/title/tt0844708/|42|0844708|R|66887
The Men Who Stare at Goats|$32,428,195|$12,706,654|2,453|2009|Comedy,War|1234548|6.2|http://akas.imdb.com/title/tt1234548/|54|1234548|R|108824
(500) Days of Summer|$32,391,374|$834,501|1,048|2009|Comedy,Drama,Romance|1022603|7.8|http://akas.imdb.com/title/tt1022603/|76|1022603|PG-13|371265
Earth (2009)|$32,011,576|$8,825,760|1,804|2009|Short,History|1757737|6.9|http://akas.imdb.com/title/tt1757737/|NA|1757737|NA|8
Push|$31,811,527|$10,079,109|2,313|2009|Drama|0929632|7.4|http://akas.imdb.com/title/tt0929632/|79|0929632|R|85816
9|$31,749,894|$10,740,446|2,060|2009|Animation,Action,Adventure,Drama,Mystery,Sci-Fi,Thriller|0472033|7.1|http://akas.imdb.com/title/tt0472033/|60|0472033|PG-13|109978
The Soloist|$31,720,158|$9,716,458|2,090|2009|Biography,Drama,Music|0821642|6.7|http://akas.imdb.com/title/tt0821642/|61|0821642|PG-13|43821
Did You Hear About the Morgans?|$29,580,087|$6,616,571|2,718|2009|Comedy,Drama,Romance|1314228|4.7|http://akas.imdb.com/title/tt1314228/|27|1314228|PG-13|29274
The Stepfather (2009)|$29,062,561|$11,581,586|2,734|2009|Crime,Thriller|0814335|5.6|http://akas.imdb.com/title/tt0814335/|33|0814335|PG-13|23164
The Uninvited|$28,596,818|$10,325,824|2,344|2009|Drama,Horror,Mystery,Thriller|0815245|6.4|http://akas.imdb.com/title/tt0815245/|43|0815245|PG-13|60368
Brothers|$28,544,157|$9,527,848|2,088|2009|Drama,Thriller|0765010|7.1|http://akas.imdb.com/title/tt0765010/|58|0765010|R|87072
Saw VI|$27,693,292|$14,118,444|3,036|2009|Horror,Mystery|1233227|6.0|http://akas.imdb.com/title/tt1233227/|30|1233227|R|74974
Dance Flick|$25,662,155|$10,643,536|2,459|2009|Action,Comedy,Music|1153706|3.5|http://akas.imdb.com/title/tt1153706/|40|1153706|PG-13|10096
The Fourth Kind|$25,486,040|$12,231,160|2,530|2009|Mystery,Sci-Fi,Thriller|1220198|5.9|http://akas.imdb.com/title/tt1220198/|34|1220198|PG-13|62526
The International|$25,450,527|$9,331,739|2,364|2009|Action,Crime,Drama,Mystery,Thriller|0963178|6.5|http://akas.imdb.com/title/tt0963178/|52|0963178|R|79760
