title|gross|opening|theaters|year|genres|imdbid|imdbrating|imdburl|metascore|movieid|mpaarating|nvotes
Non-Stop|$92,168,600|$28,875,635|3,183|2014|Action,Mystery,Thriller|2024469|7.0|http://akas.imdb.com/title/tt2024469/|56|2024469|PG-13|197472
Heaven is for Real|$91,443,253|$22,522,221|3,048|2014|Drama|1929263|5.8|http://akas.imdb.com/title/tt1929263/|47|1929263|PG|20647
The Imitation Game|$91,125,683|$479,352|2,402|2014|Biography,Drama,Thriller,War|2084970|8.1|http://akas.imdb.com/title/tt2084970/|73|2084970|PG-13|450406
Dumb and Dumber To|$86,208,010|$36,111,775|3,188|2014|Comedy|2096672|5.7|http://akas.imdb.com/title/tt2096672/|36|2096672|PG-13|95072
Annie (2014)|$85,911,262|$15,861,939|3,197|2014|Comedy,Drama,Family,Musical|1823664|5.2|http://akas.imdb.com/title/tt1823664/|33|1823664|PG|24087
Fury (2014)|$85,817,906|$23,702,421|3,313|2014|Action,Drama,War|2713180|7.6|http://akas.imdb.com/title/tt2713180/|64|2713180|R|296189
Tammy|$84,525,432|$21,577,049|3,465|2014|Comedy|2103254|4.9|http://akas.imdb.com/title/tt2103254/|39|2103254|R|34813
Annabelle|$84,273,813|$37,134,255|3,215|2014|Horror,Mystery|3322940|5.4|http://akas.imdb.com/title/tt3322940/|37|3322940|R|77656
The Other Woman (2014)|$83,911,193|$24,763,752|3,306|2014|Comedy,Romance|2203939|6.0|http://akas.imdb.com/title/tt2203939/|39|2203939|PG-13|102627
Penguins of Madagascar|$83,350,911|$25,447,444|3,775|2014|Animation,Adventure,Comedy,Family|1911658|6.7|http://akas.imdb.com/title/tt1911658/|53|1911658|PG|58859
Let's Be Cops|$82,390,774|$17,813,722|3,140|2014|Comedy|1924435|6.5|http://akas.imdb.com/title/tt1924435/|30|1924435|R|104870
The Monuments Men|$78,031,620|$22,003,433|3,083|2014|Drama,War|2177771|6.1|http://akas.imdb.com/title/tt2177771/|52|2177771|PG-13|100816
Hercules (2014)|$72,688,614|$29,800,263|3,595|2014|Action,Adventure|1267297|6.0|http://akas.imdb.com/title/tt1267297/|47|1267297|PG-13|113755
The Purge: Anarchy|$71,962,800|$29,816,675|2,856|2014|Action,Horror,Sci-Fi,Thriller|2975578|6.5|http://akas.imdb.com/title/tt2975578/|50|2975578|R|85170
Alexander and the Terrible, Horrible, No Good, Very Bad Day|$66,954,149|$18,360,230|3,117|2014|Comedy,Family|1698641|6.2|http://akas.imdb.com/title/tt1698641/|54|1698641|PG|28988
Think Like a Man Too|$65,182,182|$29,241,911|2,225|2014|Comedy,Romance|2239832|5.7|http://akas.imdb.com/title/tt2239832/|38|2239832|PG-13|14935
Exodus: Gods and Kings|$65,014,513|$24,115,934|3,503|2014|Action,Adventure,Drama|1528100|6.1|http://akas.imdb.com/title/tt1528100/|52|1528100|PG-13|126430
The Nut Job|$64,251,541|$19,423,000|3,472|2014|Animation,Adventure,Comedy,Family|1821658|5.8|http://akas.imdb.com/title/tt1821658/|37|1821658|PG|19198
God's Not Dead|$60,755,732|$9,217,013|1,860|2014|Drama|2528814|4.9|http://akas.imdb.com/title/tt2528814/|16|2528814|PG|30684
Son of God|$59,700,064|$25,601,865|3,271|2014|Biography,Drama,History|3210686|5.6|http://akas.imdb.com/title/tt3210686/|37|3210686|PG-13|15230
The Grand Budapest Hotel|$59,301,324|$811,166|1,467|2014|Adventure,Comedy,Drama,Romance|2278388|8.1|http://akas.imdb.com/title/tt2278388/|88|2278388|R|462459
Planes: Fire & Rescue|$59,165,787|$17,509,407|3,839|2014|Animation,Adventure,Comedy,Family|2980706|6.0|http://akas.imdb.com/title/tt2980706/|48|2980706|PG|12220
RoboCop (2014)|$58,607,007|$21,681,430|3,372|2014|Action,Sci-Fi,Thriller|1234721|6.2|http://akas.imdb.com/title/tt1234721/|52|1234721|PG-13|180573
Dracula Untold|$56,280,355|$23,514,615|2,900|2014|Action,Drama,Fantasy,Horror,War|0829150|6.3|http://akas.imdb.com/title/tt0829150/|40|0829150|PG-13|135567
Horrible Bosses 2|$54,445,357|$15,457,418|3,400|2014|Comedy,Crime|2170439|6.3|http://akas.imdb.com/title/tt2170439/|40|2170439|R|111267
The Hundred-Foot Journey|$54,240,821|$10,979,290|2,167|2014|Comedy,Drama|2980648|7.3|http://akas.imdb.com/title/tt2980648/|55|2980648|PG|51345
No Good Deed (2014)|$52,543,632|$24,250,283|2,175|2014|Crime,Thriller|2011159|5.6|http://akas.imdb.com/title/tt2011159/|26|2011159|PG-13|12405
Selma|$52,076,908|$571,450|2,235|2014|Biography,Drama,History|1020072|7.5|http://akas.imdb.com/title/tt1020072/|89|1020072|PG-13|59651
Muppets Most Wanted|$51,183,113|$17,005,126|3,194|2014|Adventure,Comedy,Crime,Family,Musical|2281587|6.5|http://akas.imdb.com/title/tt2281587/|61|2281587|PG|23906
Ouija|$50,856,010|$19,875,995|2,899|2014|Fantasy,Horror|1204977|4.4|http://akas.imdb.com/title/tt1204977/|38|1204977|PG-13|30842
The Boxtrolls|$50,837,305|$17,275,239|3,464|2014|Animation,Adventure,Comedy,Family,Fantasy|0787474|6.8|http://akas.imdb.com/title/tt0787474/|61|0787474|PG|39890
Jack Ryan: Shadow Recruit|$50,577,412|$15,451,981|3,387|2014|Action,Drama,Thriller|1205537|6.2|http://akas.imdb.com/title/tt1205537/|57|1205537|PG-13|97636
If I Stay|$50,474,843|$15,679,190|3,157|2014|Drama,Fantasy,Music,Romance|1355630|6.8|http://akas.imdb.com/title/tt1355630/|46|1355630|PG-13|80660
The Book of Life (2014)|$50,151,543|$17,005,218|3,113|2014|Animation,Adventure,Comedy,Family,Fantasy,Romance|2262227|7.3|http://akas.imdb.com/title/tt2262227/|67|2262227|PG|44288
About Last Night (2014)|$48,637,684|$25,649,011|2,253|2014|Comedy,Romance|1826590|6.1|http://akas.imdb.com/title/tt1826590/|62|1826590|R|16619
Into The Storm|$47,602,194|$17,346,427|3,434|2014|Action,Thriller|2106361|5.8|http://akas.imdb.com/title/tt2106361/|44|2106361|PG-13|53348
The Judge|$47,119,388|$13,116,226|3,003|2014|Crime,Drama|1872194|7.4|http://akas.imdb.com/title/tt1872194/|48|1872194|R|134400
Jersey Boys|$47,047,013|$13,319,371|2,905|2014|Biography,Drama,Music,Musical|1742044|6.9|http://akas.imdb.com/title/tt1742044/|54|1742044|R|24949
Blended|$46,294,610|$14,284,031|3,555|2014|Comedy,Romance|1086772|6.5|http://akas.imdb.com/title/tt1086772/|31|1086772|PG-13|85159
The Giver|$45,090,374|$12,305,016|3,003|2014|Drama,Romance,Sci-Fi|0435651|6.5|http://akas.imdb.com/title/tt0435651/|47|0435651|PG-13|83474
St. Vincent|$44,137,712|$109,878|2,552|2014|Comedy,Drama|2170593|7.3|http://akas.imdb.com/title/tt2170593/|64|2170593|PG-13|70936
Need for Speed|$43,577,636|$17,844,939|3,115|2014|Action,Crime,Drama,Thriller|2369135|6.5|http://akas.imdb.com/title/tt2369135/|39|2369135|PG-13|134988
A Million Ways to Die in the West|$43,139,300|$16,797,385|3,160|2014|Comedy,Western|2557490|6.1|http://akas.imdb.com/title/tt2557490/|44|2557490|R|133693
John Wick|$43,037,835|$14,415,922|2,589|2014|Action,Crime,Thriller|2911666|7.2|http://akas.imdb.com/title/tt2911666/|68|2911666|R|242248
Birdman|$42,340,598|$424,397|1,213|2014|Comedy,Drama|2562232|7.8|http://akas.imdb.com/title/tt2562232/|88|2562232|R|384527
Dolphin Tale 2|$42,024,533|$15,873,397|3,656|2014|Drama,Family|2978462|6.4|http://akas.imdb.com/title/tt2978462/|58|2978462|PG|5895
The Expendables 3|$39,322,544|$15,879,645|3,221|2014|Action,Adventure,Thriller|2333784|6.1|http://akas.imdb.com/title/tt2333784/|35|2333784|PG-13|124767
Earth to Echo|$38,934,842|$8,364,658|3,230|2014|Adventure,Family,Sci-Fi|2183034|5.8|http://akas.imdb.com/title/tt2183034/|53|2183034|PG|15372
Sex Tape|$38,543,473|$14,608,152|3,062|2014|Comedy|1956620|5.1|http://akas.imdb.com/title/tt1956620/|36|1956620|R|82815
Wild (2014)|$37,880,356|$606,810|1,361|2014|Adventure,Biography,Drama|2305051|7.2|http://akas.imdb.com/title/tt2305051/|76|2305051|R|84187
Million Dollar Arm|$36,457,627|$10,515,659|3,019|2014|Biography,Drama,Sport|1647668|7.1|http://akas.imdb.com/title/tt1647668/|56|1647668|PG|35110
The Theory of Everything|$35,893,537|$208,763|1,220|2014|Biography,Drama,Romance|2980516|7.7|http://akas.imdb.com/title/tt2980516/|72|2980516|PG-13|257462
This is Where I Leave You|$34,296,320|$11,558,149|2,868|2014|Comedy,Drama|1371150|6.6|http://akas.imdb.com/title/tt1371150/|44|1371150|R|52958
The Gambler|$33,680,992|$9,129,999|2,494|2014|Crime,Drama,Thriller|2039393|6.0|http://akas.imdb.com/title/tt2039393/|55|2039393|R|47599
Paranormal Activity: The Marked Ones|$32,462,372|$18,343,611|2,883|2014|Fantasy,Horror,Thriller|2473682|5.0|http://akas.imdb.com/title/tt2473682/|42|2473682|R|31245
Nightcrawler|$32,381,217|$10,441,000|2,766|2014|Crime,Drama,Thriller|2872718|7.9|http://akas.imdb.com/title/tt2872718/|76|2872718|R|284689
Chef|$31,424,003|$204,961|1,298|2014|Comedy,Drama|2883512|7.3|http://akas.imdb.com/title/tt2883512/|68|2883512|R|135800
Get On Up|$30,703,100|$13,585,915|2,469|2014|Biography,Drama,Music|2473602|6.9|http://akas.imdb.com/title/tt2473602/|71|2473602|PG-13|15492
3 Days to Kill|$30,697,999|$12,242,218|2,872|2014|Action,Drama,Thriller|2172934|6.2|http://akas.imdb.com/title/tt2172934/|40|2172934|PG-13|68385
Deliver Us From Evil|$30,577,122|$9,740,471|3,049|2014|Horror,Mystery,Thriller|2377322|6.2|http://akas.imdb.com/title/tt2377322/|40|2377322|R|53318
When the Game Stands Tall|$30,127,963|$8,381,509|2,766|2014|Drama,Family,Sport|2247476|6.7|http://akas.imdb.com/title/tt2247476/|41|2247476|PG|12334
Draft Day|$28,842,237|$9,783,603|2,781|2014|Drama,Sport|2223990|6.8|http://akas.imdb.com/title/tt2223990/|54|2223990|R|38491
The Best of Me|$26,766,213|$10,003,827|2,936|2014|Drama,Romance|1972779|6.7|http://akas.imdb.com/title/tt1972779/|29|1972779|PG-13|41016
A Walk Among the Tombstones|$26,307,600|$12,758,780|2,714|2014|Crime,Drama,Mystery,Thriller|0365907|6.5|http://akas.imdb.com/title/tt0365907/|57|0365907|R|85863
That Awkward Moment|$26,068,955|$8,742,109|2,809|2014|Comedy,Romance|1800246|6.1|http://akas.imdb.com/title/tt1800246/|36|1800246|R|75097
Boyhood|$25,352,281|$387,618|775|2014|Drama|1065073|8.0|http://akas.imdb.com/title/tt1065073/|100|1065073|R|261236
Top Five|$25,317,379|$6,896,593|1,426|2014|Comedy,Romance|2784678|6.5|http://akas.imdb.com/title/tt2784678/|81|2784678|R|21191
The November Man|$25,018,119|$7,911,597|2,776|2014|Action,Crime,Thriller|2402157|6.3|http://akas.imdb.com/title/tt2402157/|38|2402157|R|49071
Endless Love (2014)|$23,438,250|$13,307,125|2,896|2014|Drama,Romance|2318092|6.3|http://akas.imdb.com/title/tt2318092/|30|2318092|PG-13|30470
Pompeii|$23,219,748|$10,340,823|2,658|2014|Action,Adventure,Drama,History,Romance|1921064|5.6|http://akas.imdb.com/title/tt1921064/|39|1921064|PG-13|83173
Transcendence|$23,022,309|$10,886,386|3,455|2014|Drama,Mystery,Romance,Sci-Fi,Thriller|2209764|6.3|http://akas.imdb.com/title/tt2209764/|42|2209764|PG-13|170273
As Above/So Below|$21,321,100|$8,632,820|2,650|2014|Horror,Mystery,Thriller|2870612|6.1|http://akas.imdb.com/title/tt2870612/|38|2870612|R|48265
Brick Mansions|$20,396,829|$9,516,855|2,647|2014|Action,Crime,Drama,Thriller|1430612|5.7|http://akas.imdb.com/title/tt1430612/|40|1430612|PG-13|31364
I, Frankenstein|$19,075,290|$8,610,441|2,753|2014|Action,Fantasy,Sci-Fi,Thriller|1418377|5.1|http://akas.imdb.com/title/tt1418377/|30|1418377|PG-13|64770
The Legend of Hercules|$18,848,538|$8,868,318|2,104|2014|Action,Adventure,Fantasy|1043726|4.2|http://akas.imdb.com/title/tt1043726/|22|1043726|PG-13|44396
Bears|$17,780,194|$4,776,267|1,790|2014|Documentary|2458776|7.4|http://akas.imdb.com/title/tt2458776/|68|2458776|NA|4966
Addicted|$17,390,770|$7,485,346|1,037|2014|Drama,Thriller|2205401|5.2|http://akas.imdb.com/title/tt2205401/|32|2205401|R|5816
A Haunted House 2|$17,329,486|$8,843,875|2,310|2014|Comedy,Fantasy|2828996|4.7|http://akas.imdb.com/title/tt2828996/|17|2828996|R|14297
A Most Wanted Man|$17,237,855|$2,687,227|801|2014|Crime,Drama,Thriller|1972571|6.8|http://akas.imdb.com/title/tt1972571/|73|1972571|R|56225
Devil's Due|$15,821,461|$8,308,220|2,544|2014|Horror,Mystery|2752758|4.0|http://akas.imdb.com/title/tt2752758/|34|2752758|R|13743
And So It Goes|$15,160,801|$4,642,329|1,816|2014|Comedy,Drama,Romance|2465146|5.7|http://akas.imdb.com/title/tt2465146/|38|2465146|PG-13|8666
Step Up All In|$14,904,384|$6,469,857|2,072|2014|Drama,Music,Romance|2626350|6.0|http://akas.imdb.com/title/tt2626350/|45|2626350|PG-13|24777
Beyond the Lights|$14,618,727|$6,200,284|1,789|2014|Drama,Music|3125324|6.9|http://akas.imdb.com/title/tt3125324/|73|3125324|PG-13|10859
Big Eyes|$14,482,031|$3,001,738|1,408|2014|Biography,Crime,Drama,Romance|1126590|7.0|http://akas.imdb.com/title/tt1126590/|62|1126590|PG-13|53680
America (2014)|$14,444,502|$38,608|1,105|2014|Short|3438386|NA|http://akas.imdb.com/title/tt3438386/|NA|3438386|NA|NA
Left Behind (2014)|$14,019,924|$6,300,147|1,887|2014|Action,Drama,Fantasy,Mystery,Thriller|2467046|3.1|http://akas.imdb.com/title/tt2467046/|12|2467046|PG-13|24249
Frank Miller's Sin City: A Dame to Kill For|$13,757,804|$6,317,683|2,894|2014|Action,Crime,Thriller|0458481|6.5|http://akas.imdb.com/title/tt0458481/|46|0458481|R|107396
Whiplash|$13,092,000|$135,388|567|2014|Drama,Music|2582802|8.5|http://akas.imdb.com/title/tt2582802/|88|2582802|R|383533
Winter's Tale|$12,600,231|$7,297,694|2,965|2014|Drama,Fantasy,Mystery,Romance|1837709|6.2|http://akas.imdb.com/title/tt1837709/|31|1837709|PG-13|40567
Foxcatcher|$12,096,300|$270,877|759|2014|Biography,Drama,Sport|1100089|7.0|http://akas.imdb.com/title/tt1100089/|81|1100089|R|104492
Belle|$10,726,630|$106,578|525|2014|Horror,Mystery|3322940|5.4|http://akas.imdb.com/title/tt3322940/|37|3322940|R|77656
The Drop|$10,724,389|$4,104,552|1,192|2014|Crime,Drama,Mystery|1600196|7.1|http://akas.imdb.com/title/tt1600196/|69|1600196|R|103592
Island of Lemurs: Madagascar (IMAX)|$10,640,585|$188,307|302|2014|Documentary,Short,Adventure,Biography,Family|3231010|7.0|http://akas.imdb.com/title/tt3231010/|66|3231010|NA|701
P.K.|$10,616,104|$3,565,258|272|2014|Comedy,Drama,Romance,Sci-Fi|2338151|8.3|http://akas.imdb.com/title/tt2338151/|NA|2338151|NA|81662
Magic in the Moonlight|$10,539,326|$412,095|964|2014|Comedy,Romance|2870756|6.6|http://akas.imdb.com/title/tt2870756/|54|2870756|PG-13|44097
Sabotage (2014)|$10,508,518|$5,272,444|2,486|2014|Action,Crime,Drama,Thriller|1742334|5.7|http://akas.imdb.com/title/tt1742334/|41|1742334|R|46663
Moms' Night Out|$10,429,707|$4,311,083|1,046|2014|Comedy|3014666|5.4|http://akas.imdb.com/title/tt3014666/|25|3014666|PG|10278
The Quiet Ones|$8,509,867|$3,880,053|2,027|2014|Horror|2235779|5.1|http://akas.imdb.com/title/tt2235779/|41|2235779|PG-13|14999
Inherent Vice|$8,110,975|$328,184|653|2014|Comedy,Crime,Drama,Mystery,Romance|1791528|6.7|http://akas.imdb.com/title/tt1791528/|81|1791528|R|60022
Vampire Academy|$7,791,979|$3,921,742|2,676|2014|Action,Comedy,Fantasy,Horror,Mystery|1686821|5.6|http://akas.imdb.com/title/tt1686821/|30|1686821|PG-13|40537
Cantinflas|$6,382,924|$2,661,253|429|2014|Biography,Comedy,Drama,Romance|3005242|6.6|http://akas.imdb.com/title/tt3005242/|44|3005242|PG|3083
The Interview (2014)|$6,105,175|$1,794,666|581|2014|Comedy|2788710|6.6|http://akas.imdb.com/title/tt2788710/|52|2788710|R|243403
Meet the Mormons|$6,047,363|$2,509,808|333|2014|Documentary|4003774|7.1|http://akas.imdb.com/title/tt4003774/|29|4003774|PG|1695
A Most Violent Year|$5,749,134|$172,788|818|2014|Action,Crime,Drama,Thriller|2937898|7.0|http://akas.imdb.com/title/tt2937898/|79|2937898|R|44488
Cesar Chavez|$5,571,497|$2,861,528|664|2014|Biography,Drama|1621046|6.5|http://akas.imdb.com/title/tt1621046/|51|1621046|PG-13|2491
The Skeleton Twins|$5,284,309|$380,691|461|2014|Comedy,Drama|1571249|6.8|http://akas.imdb.com/title/tt1571249/|74|1571249|R|30577
Dear White People|$4,404,154|$347,959|393|2014|Comedy,Drama|2235108|6.3|http://akas.imdb.com/title/tt2235108/|79|2235108|R|18219
The Lunchbox|$4,235,151|$44,542|165|2014|Short,Drama|4219294|NA|http://akas.imdb.com/title/tt4219294/|NA|4219294|NA|NA
My Old Lady|$4,013,786|$124,680|273|2014|Comedy,Drama,Romance|2908856|6.3|http://akas.imdb.com/title/tt2908856/|52|2908856|PG-13|5481
Mr. Turner|$3,958,500|$109,000|120|2014|Biography,Drama,History|2473794|6.8|http://akas.imdb.com/title/tt2473794/|94|2473794|R|17495
Calvary|$3,600,006|$74,149|322|2014|Comedy,Drama|2234003|7.4|http://akas.imdb.com/title/tt2234003/|77|2234003|R|40621
Wish I Was Here|$3,591,299|$484,401|753|2014|Comedy,Drama|2870708|6.7|http://akas.imdb.com/title/tt2870708/|43|2870708|R|28547
Mommy|$3,494,070|$473,882|83|2014|Drama|3612616|8.1|http://akas.imdb.com/title/tt3612616/|74|3612616|R|26378
What If (2014)|$3,493,000|$133,898|787|2014|Short,Comedy,Drama|3692118|NA|http://akas.imdb.com/title/tt3692118/|NA|3692118|NA|NA
The Grand Seduction|$3,430,018|$323,743|124|2014|Comedy|3324286|5.8|http://akas.imdb.com/title/tt3324286/|NA|3324286|NA|349
Veronica Mars|$3,322,127|$1,988,351|347|2014|Crime,Drama,Mystery,Thriller|2771372|6.8|http://akas.imdb.com/title/tt2771372/|62|2771372|PG-13|41174
Before I Go To Sleep|$3,242,457|$1,843,347|1,902|2014|Drama,Mystery,Thriller|1726592|6.3|http://akas.imdb.com/title/tt1726592/|41|1726592|R|47547
Rosewater|$3,128,941|$1,154,303|371|2014|Biography,Drama|2752688|6.6|http://akas.imdb.com/title/tt2752688/|67|2752688|R|8110
Obvious Child|$3,123,963|$77,315|202|2014|Comedy,Drama|2910274|6.8|http://akas.imdb.com/title/tt2910274/|76|2910274|R|16109
The Trip to Italy|$2,880,537|$71,712|199|2014|Comedy,Drama|2967006|6.6|http://akas.imdb.com/title/tt2967006/|75|2967006|NA|10660
The Identical|$2,827,666|$1,587,137|1,956|2014|Drama,Music|2326574|5.2|http://akas.imdb.com/title/tt2326574/|25|2326574|PG|1906
The Fluffy Movie|$2,827,393|$1,311,446|432|2014|Comedy|3532608|7.2|http://akas.imdb.com/title/tt3532608/|56|3532608|PG-13|2674
Citizenfour|$2,800,870|$126,321|105|2014|Documentary,Biography,History,News|4044364|8.1|http://akas.imdb.com/title/tt4044364/|88|4044364|R|33447
Kirk Cameron's Saving Christmas|$2,783,970|$992,087|410|2014|Comedy,Family|4009460|1.5|http://akas.imdb.com/title/tt4009460/|18|4009460|PG|11152
The Pyramid|$2,756,333|$1,369,935|685|2014|Action,Adventure,Horror,Thriller|2799166|4.6|http://akas.imdb.com/title/tt2799166/|24|2799166|R|16499
The Good Lie|$2,722,209|$841,422|461|2014|Drama|2652092|7.4|http://akas.imdb.com/title/tt2652092/|65|2652092|PG-13|19034
The Raid 2|$2,627,209|$165,292|954|2014|Action,Crime,Thriller|2265171|8.0|http://akas.imdb.com/title/tt2265171/|71|2265171|R|82823
The Admiral: Roaring Currents|$2,589,811|$51,431|45|2014|Adventure,Biography,War|3541262|7.1|http://akas.imdb.com/title/tt3541262/|NA|3541262|NA|5218
Bang Bang|$2,546,172|$1,278,690|271|2014|Action,Adventure,Comedy,Romance,Thriller|2905838|5.5|http://akas.imdb.com/title/tt2905838/|NA|2905838|NA|16189
Kick|$2,472,695|$1,071,373|180|2014|Action,Comedy,Romance,Thriller|2372222|5.5|http://akas.imdb.com/title/tt2372222/|NA|2372222|NA|16480
Kill the Messenger|$2,450,846|$941,809|427|2014|Biography,Crime,Drama,Mystery,Thriller|1216491|7.0|http://akas.imdb.com/title/tt1216491/|60|1216491|R|31514
The Homesman|$2,429,989|$45,433|222|2014|Drama,Western|2398231|6.6|http://akas.imdb.com/title/tt2398231/|68|2398231|R|20825
Ode to My Father|$2,300,121|$33,880|38|2014|Drama,Romance,War|3812366|7.7|http://akas.imdb.com/title/tt3812366/|NA|3812366|NA|1343
Love is Strange|$2,262,223|$117,276|138|2014|Drama|2639344|6.8|http://akas.imdb.com/title/tt2639344/|82|2639344|R|9197
2 States|$2,238,174|$1,073,898|137|2014|Comedy,Drama,Romance|2372678|7.0|http://akas.imdb.com/title/tt2372678/|NA|2372678|NA|14911
Le Week-End|$2,225,098|$43,608|157|2014|Drama|3230092|5.5|http://akas.imdb.com/title/tt3230092/|NA|3230092|NA|108
2014 Oscar Nominated Short Films|$2,171,849|$329,505|167|2014|Drama|3517936|7.2|http://akas.imdb.com/title/tt3517936/|NA|3517936|NA|144
Gloria (2014)|$2,107,925|$56,454|110|2014|Biography,Drama,Music|2618368|6.5|http://akas.imdb.com/title/tt2618368/|NA|2618368|R|716
Tusk|$1,826,705|$846,831|602|2014|Comedy,Drama,Horror|3099498|5.4|http://akas.imdb.com/title/tt3099498/|55|3099498|R|30037
Persecuted|$1,558,836|$851,391|736|2014|Action,Drama,Mystery,Thriller|1761005|3.6|http://akas.imdb.com/title/tt1761005/|11|1761005|PG-13|1236
Awake: The Life of Yogananda|$1,539,680|$18,885|21|2014|Documentary|3741860|7.3|http://akas.imdb.com/title/tt3741860/|54|3741860|PG|462
Fed Up|$1,538,899|$126,028|104|2014|Documentary|2381335|7.7|http://akas.imdb.com/title/tt2381335/|71|2381335|PG|7564
Pride (2014)|$1,446,634|$100,040|124|2014|Biography,Comedy,Drama,History|3169706|7.8|http://akas.imdb.com/title/tt3169706/|79|3169706|R|34051
Two Days, One Night|$1,436,243|$30,700|120|2014|Drama|2737050|7.4|http://akas.imdb.com/title/tt2737050/|89|2737050|PG-13|31299
Force Majeure|$1,359,497|$23,309|68|2014|Drama|3630276|7.3|http://akas.imdb.com/title/tt3630276/|87|3630276|R|27614
Star Wars: The Force Awakens|$936,662,225|$247,966,675|4,134|2015|Action,Adventure,Fantasy,Sci-Fi|2488496|8.2|http://akas.imdb.com/title/tt2488496/|81|2488496|PG-13|537639
Jurassic World|$652,270,625|$208,806,270|4,291|2015|Action,Adventure,Sci-Fi,Thriller|0369610|7.1|http://akas.imdb.com/title/tt0369610/|59|0369610|PG-13|405733
Avengers: Age of Ultron|$459,005,868|$191,271,109|4,276|2015|Action,Adventure,Sci-Fi|2395427|7.5|http://akas.imdb.com/title/tt2395427/|66|2395427|PG-13|445729
Inside Out|$356,461,711|$90,440,272|4,158|2015|Animation,Adventure,Comedy,Drama,Family,Fantasy|2096673|8.3|http://akas.imdb.com/title/tt2096673/|94|2096673|PG|323166
