imdbid|rating|votes
1007028|3|2993
1007028|4|6040
1007028|5|14116
1007028|6|31152
1007028|7|43362
1007028|8|26195
1007028|9|10043
1007028|10|10073
0406759|1|1922
0406759|2|1598
0406759|3|2807
0406759|4|5271
0406759|5|9527
0406759|6|10230
0406759|7|6139
0406759|8|2734
0406759|9|1039
0406759|10|2496
0379865|1|764
0379865|2|423
0379865|3|839
0379865|4|1787
0379865|5|4491
0379865|6|8269
0379865|7|6435
0379865|8|2531
0379865|9|749
0379865|10|1227
0790686|1|1783
0790686|2|1638
0790686|3|2897
0790686|4|5605
0790686|5|11835
0790686|6|21570
0790686|7|20719
0790686|8|10489
0790686|9|3721
0790686|10|4926
0482603|1|1141
0482603|2|652
0482603|3|871
0482603|4|1372
0482603|5|1692
0482603|6|1294
0482603|7|744
0482603|8|354
0482603|9|132
0482603|10|514
0200465|1|746
0200465|2|435
0200465|3|779
0200465|4|1853
0200465|5|5629
0200465|6|19941
0200465|7|52894
0200465|8|45482
0200465|9|14042
0200465|10|9289
0880578|1|921
0880578|2|712
0880578|3|1147
0880578|4|2406
0880578|5|5562
0880578|6|11109
0880578|7|10507
0880578|8|4676
0880578|9|1578
0880578|10|2005
1034303|1|1483
1034303|2|555
1034303|3|881
1034303|4|1885
1034303|5|5096
1034303|6|15447
1034303|7|37714
1034303|8|31908
1034303|9|11555
1034303|10|8595
0430770|1|1660
0430770|2|1029
0430770|3|1341
0430770|4|2172
0430770|5|3191
0430770|6|2787
0430770|7|1818
0430770|8|987
0430770|9|434
0430770|10|1032
0479968|1|4820
0479968|2|2987
0479968|3|3681
0479968|4|4126
0479968|5|3824
0479968|6|2620
0479968|7|1651
0479968|8|856
0479968|9|389
0479968|10|1407
0467200|1|1046
0467200|2|719
0467200|3|1245
0467200|4|2768
0467200|5|7039
0467200|6|17960
0467200|7|25590
0467200|8|15129
0467200|9|5796
0467200|10|6115
0421073|1|785
0421073|2|638
0421073|3|1126
0421073|4|2611
0421073|5|7367
0421073|6|19227
0421073|7|31933
0421073|8|17969
0421073|9|6021
0421073|10|6510
1125849|1|2741
1125849|2|1042
1125849|3|1445
1125849|4|2616
1125849|5|6315
1125849|6|17565
1125849|7|49341
1125849|8|82627
1125849|9|53080
1125849|10|32772
0482599|1|1518
0482599|2|1264
0482599|3|1986
0482599|4|3566
0482599|5|5630
0482599|6|5252
0482599|7|3277
0482599|8|1666
0482599|9|589
0482599|10|1473
0426592|1|5746
0426592|2|4442
0426592|3|5819
0426592|4|7525
0426592|5|8601
0426592|6|7061
0426592|7|4787
0426592|8|2641
0426592|9|1129
0426592|10|3715
1175491|1|2196
1175491|2|648
1175491|3|943
1175491|4|1787
1175491|5|4377
1175491|6|9588
1175491|7|11259
1175491|8|5899
1175491|9|1790
1175491|10|2162
1023111|1|2220
1023111|2|1197
1023111|3|1733
1023111|4|3206
1023111|5|6821
1023111|6|14391
1023111|7|19648
1023111|8|12886
1023111|9|5896
1023111|10|11541
0988047|1|445
0988047|2|249
0988047|3|387
0988047|4|869
0988047|5|2613
0988047|6|8236
0988047|7|18402
0988047|8|11635
0988047|9|3523
0988047|10|2651
0497465|1|2444
0497465|2|1601
0497465|3|2567
0497465|4|4735
0497465|5|11144
0497465|6|27663
0497465|7|58220
0497465|8|52529
0497465|9|21666
0497465|10|13237
0959337|1|1560
0959337|2|1038
0959337|3|1700
0959337|4|3219
0959337|5|7640
0959337|6|19094
0959337|7|41196
0959337|8|41975
0959337|9|19398
0959337|10|14167
0364970|1|2625
0364970|2|2566
0364970|3|4487
0364970|4|8847
0364970|5|16918
0364970|6|20456
0364970|7|13593
0364970|8|5710
0364970|9|1987
0364970|10|3658
0443701|1|2329
0443701|2|1856
0443701|3|3193
0443701|4|6418
0443701|5|13460
0443701|6|20065
0443701|7|15123
0443701|8|6862
0443701|9|2521
0443701|10|5780
0951216|1|950
0951216|2|420
0951216|3|714
0951216|4|1396
0951216|5|2842
0951216|6|4059
0951216|7|3019
0951216|8|1419
0951216|9|589
0951216|10|1270
0800308|1|547
0800308|2|386
0800308|3|701
0800308|4|1482
0800308|5|4153
0800308|6|10675
0800308|7|17296
0800308|8|9308
0800308|9|2973
0800308|10|2298
0831887|1|5025
0831887|2|3977
0831887|3|5540
0831887|4|7807
0831887|5|9643
0831887|6|8862
0831887|7|6052
0831887|8|3087
0831887|9|1234
0831887|10|2323
0465502|1|559
0465502|2|382
0465502|3|711
0465502|4|1434
0465502|5|3006
0465502|6|5177
0465502|7|4143
0465502|8|2050
0465502|9|775
0465502|10|1312
1046163|1|1407
1046163|2|913
1046163|3|1482
1046163|4|2794
1046163|5|5972
1046163|6|9212
1046163|7|7250
1046163|8|3675
1046163|9|1540
1046163|10|2398
0870111|1|620
0870111|2|216
0870111|3|249
0870111|4|585
0870111|5|1794
0870111|6|6439
0870111|7|21974
0870111|8|34827
0870111|9|14516
0870111|10|6903
0846308|1|226
0846308|2|61
0846308|3|81
0846308|4|172
0846308|5|413
0846308|6|883
0846308|7|1157
0846308|8|695
0846308|9|319
0846308|10|655
0963794|1|1942
0963794|2|1731
0963794|3|2947
0963794|4|5272
0963794|5|9900
0963794|6|14672
0963794|7|12074
0963794|8|5873
0963794|9|1996
0963794|10|3043
1027862|1|613
1027862|2|270
1027862|3|478
1027862|4|971
1027862|5|2135
1027862|6|3992
1027862|7|3424
1027862|8|1648
1027862|9|567
1027862|10|871
0482572|1|596
0482572|2|399
0482572|3|721
0482572|4|1626
0482572|5|4501
0482572|6|12375
0482572|7|18364
0482572|8|8735
0482572|9|2570
0482572|10|2823
0814022|1|2064
0814022|2|1844
0814022|3|3110
0814022|4|5600
0814022|5|10316
0814022|6|11855
0814022|7|7404
0814022|8|2860
0814022|9|909
0814022|10|1920
1046947|1|164
1046947|2|162
1046947|3|274
1046947|4|629
1046947|5|1627
1046947|6|4085
1046947|7|5865
1046947|8|3133
1046947|9|1049
1046947|10|928
1213644|1|46398
1213644|2|7960
1213644|3|4463
1213644|4|2826
1213644|5|2368
1213644|6|1597
1213644|7|1024
1213644|8|703
1213644|9|903
1213644|10|6120
0864761|1|601
0864761|2|354
0864761|3|644
0864761|4|1479
0864761|5|4218
0864761|6|11934
0864761|7|19744
0864761|8|12229
0864761|9|4840
0864761|10|4884
0486321|1|434
0486321|2|268
0486321|3|385
0486321|4|503
0486321|5|681
0486321|6|537
0486321|7|275
0486321|8|142
0486321|9|68
0486321|10|237
1045655|1|1434
1045655|2|1027
1045655|3|1198
1045655|4|1240
1045655|5|1051
1045655|6|701
1045655|7|390
1045655|8|216
1045655|9|131
1045655|10|452
0995039|1|532
0995039|2|443
0995039|3|861
0995039|4|1901
0995039|5|5056
0995039|6|13094
0995039|7|20198
0995039|8|11164
0995039|9|3682
0995039|10|3162
0815241|1|2198
0815241|2|429
0815241|3|544
0815241|4|846
0815241|5|1750
0815241|6|3996
0815241|7|9027
0815241|8|13140
0815241|9|8878
0815241|10|11080
0475998|1|239
0475998|2|60
0475998|3|91
0475998|4|150
0475998|5|270
0475998|6|278
0475998|7|256
0475998|8|198
0475998|9|94
0475998|10|379
1084950|1|1458
1084950|2|893
1084950|3|1242
1084950|4|1940
1084950|5|3498
1084950|6|6784
1084950|7|10508
1084950|8|8080
1084950|9|3904
1084950|10|2695
0970468|1|206
0970468|2|176
0970468|3|225
0970468|4|476
0970468|5|1223
0970468|6|3162
0970468|7|6540
0970468|8|5182
0970468|9|2430
0970468|10|2317
1111948|1|204
1111948|2|99
1111948|3|160
1111948|4|332
1111948|5|812
1111948|6|1752
1111948|7|2002
1111948|8|1102
1111948|9|419
1111948|10|846
0765476|1|2857
0765476|2|1704
0765476|3|2437
0765476|4|4209
0765476|5|6203
0765476|6|5814
0765476|7|3632
0765476|8|1781
0765476|9|703
0765476|10|1989
1091751|1|547
1091751|2|121
1091751|3|129
1091751|4|279
1091751|5|388
1091751|6|496
1091751|7|365
1091751|8|214
1091751|9|118
1091751|10|487
0799934|1|1913
0799934|2|1499
0799934|3|2367
0799934|4|4264
0799934|5|8634
0799934|6|17279
0799934|7|21342
0799934|8|12579
0799934|9|4849
0799934|10|4670
0483607|1|2754
0483607|2|2013
0483607|3|3039
0483607|4|4922
0483607|5|8760
0483607|6|13658
0483607|7|12800
0483607|8|7412
0483607|9|3016
0483607|10|3999
0489281|1|789
0489281|2|294
0489281|3|355
0489281|4|722
0489281|5|1730
0489281|6|3998
0489281|7|4733
0489281|8|2549
0489281|9|956
0489281|10|1513
0844286|1|516
0844286|2|351
0844286|3|626
0844286|4|1369
0844286|5|3136
0844286|6|7521
0844286|7|12416
0844286|8|8578
0844286|9|3731
0844286|10|3155
0469903|1|245
0469903|2|64
0469903|3|93
0469903|4|199
0469903|5|606
0469903|6|2024
0469903|7|5446
0469903|8|4375
0469903|9|1774
0469903|10|1709
0858479|1|544
0858479|2|342
0858479|3|585
0858479|4|1289
0858479|5|2795
0858479|6|5443
0858479|7|5349
0858479|8|2468
0858479|9|795
0858479|10|1125
0914798|1|1011
0914798|2|391
0914798|3|648
0914798|4|1269
0914798|5|3112
0914798|6|9024
0914798|7|27029
0914798|8|44936
0914798|9|24126
0914798|10|18217
1135985|1|1358
1135985|2|1034
1135985|3|1711
1135985|4|3326
1135985|5|7212
1135985|6|14779
1135985|7|19896
1135985|8|11638
1135985|9|4956
1135985|10|6090
1042877|1|271
1042877|2|110
1042877|3|154
1042877|4|345
1042877|5|893
1042877|6|2494
1042877|7|4825
1042877|8|3193
1042877|9|1337
1042877|10|1613
0450314|1|1990
0450314|2|1397
0450314|3|2273
0450314|4|3728
0450314|5|6662
0450314|6|10642
0450314|7|9845
0450314|8|5547
0450314|9|2284
0450314|10|4018
1046997|1|1395
1046997|2|494
1046997|3|680
1046997|4|960
1046997|5|1816
1046997|6|2823
1046997|7|2877
1046997|8|2051
1046997|9|985
1046997|10|1504
0970411|1|569
0970411|2|446
0970411|3|970
0970411|4|2287
0970411|5|5766
0970411|6|13276
0970411|7|15441
0970411|8|7636
0970411|9|2805
0970411|10|3204
0780536|1|2661
0780536|2|1390
0780536|3|1926
0780536|4|3456
0780536|5|7481
0780536|6|20260
0780536|7|53865
0780536|8|98316
0780536|9|67806
0780536|10|46682
1091617|1|6125
1091617|2|504
1091617|3|217
1091617|4|148
1091617|5|202
1091617|6|221
1091617|7|398
1091617|8|579
1091617|9|567
1091617|10|2201
0996382|1|3
0996382|2|6
0996382|3|9
0996382|4|13
0996382|5|17
0996382|6|47
0996382|7|16
0996382|8|22
0996382|9|5
0996382|10|32
0785007|1|1135
0785007|2|872
0785007|3|1489
0785007|4|2737
0785007|5|4862
0785007|6|4441
0785007|7|2748
0785007|8|1235
0785007|9|483
0785007|10|1119
1151915|1|126
1151915|2|57
1151915|3|95
1151915|4|192
1151915|5|382
1151915|6|725
1151915|7|637
1151915|8|314
1151915|9|139
1151915|10|353
1190617|1|2622
1190617|2|648
1190617|3|519
1190617|4|542
1190617|5|572
1190617|6|500
1190617|7|533
1190617|8|497
1190617|9|420
1190617|10|1661
0489282|1|1558
0489282|2|1163
0489282|3|1443
0489282|4|1899
0489282|5|2782
0489282|6|2914
0489282|7|2516
0489282|8|1515
0489282|9|723
0489282|10|1927
0412536|1|236
0412536|2|132
0412536|3|179
0412536|4|374
0412536|5|851
0412536|6|1934
0412536|7|2810
0412536|8|1813
0412536|9|718
0412536|10|829
1031969|1|687
1031969|2|443
1031969|3|873
1031969|4|1851
1031969|5|4421
1031969|6|8372
1031969|7|8331
1031969|8|3790
1031969|9|1346
1031969|10|2007
1032755|1|1673
1032755|2|981
1032755|3|1777
1032755|4|3396
1032755|5|8605
1032755|6|23055
1032755|7|53607
1032755|8|55020
1032755|9|24640
1032755|10|19693
0893382|1|180
0893382|2|73
0893382|3|135
0893382|4|267
0893382|5|558
0893382|6|1295
0893382|7|2652
0893382|8|2312
0893382|9|1009
0893382|10|1082
1104733|1|704
1104733|2|355
1104733|3|494
1104733|4|828
1104733|5|1471
1104733|6|2745
1104733|7|3376
1104733|8|2357
1104733|9|1142
1104733|10|1679
0844671|1|1517
0844671|2|853
0844671|3|1049
0844671|4|1448
0844671|5|1914
0844671|6|1572
0844671|7|988
0844671|8|540
0844671|9|240
0844671|10|844
0800240|1|562
0800240|2|581
0800240|3|1026
0800240|4|2266
0800240|5|5252
0800240|6|9503
0800240|7|7590
0800240|8|3134
0800240|9|989
0800240|10|1499
1054588|1|139
1054588|2|52
1054588|3|106
1054588|4|263
1054588|5|787
1054588|6|2558
1054588|7|5165
1054588|8|3097
1054588|9|1026
1054588|10|960
1001562|1|2325
1001562|2|483
1001562|3|463
1001562|4|420
1001562|5|417
1001562|6|302
1001562|7|214
1001562|8|127
1001562|9|66
1001562|10|620
0914797|1|167
0914797|2|138
0914797|3|211
0914797|4|326
0914797|5|822
0914797|6|2178
0914797|7|3752
0914797|8|2540
0914797|9|959
0914797|10|915
1068646|1|286
1068646|2|212
1068646|3|218
1068646|4|460
1068646|5|1121
1068646|6|2958
1068646|7|7765
1068646|8|9505
1068646|9|4349
1068646|10|2141
0974554|1|306
0974554|2|218
0974554|3|368
0974554|4|700
0974554|5|1530
0974554|6|3649
0974554|7|5721
0974554|8|3917
0974554|9|1681
0974554|10|1198
1045670|1|728
1045670|2|520
1045670|3|709
1045670|4|1187
1045670|5|2140
1045670|6|4610
1045670|7|8640
1045670|8|7452
1045670|9|3634
1045670|10|2439
0449994|1|529
0449994|2|152
0449994|3|190
0449994|4|258
0449994|5|609
0449994|6|1334
0449994|7|3297
0449994|8|4632
0449994|9|2987
0449994|10|3923
0861689|1|2274
0861689|2|1150
0861689|3|1578
0861689|4|2775
0861689|5|5225
0861689|6|10701
0861689|7|15432
0861689|8|11008
0861689|9|4715
0861689|10|4074
1068649|1|135
1068649|2|96
1068649|3|123
1068649|4|219
1068649|5|578
1068649|6|1455
1068649|7|4219
1068649|8|6111
1068649|9|2960
1068649|10|1719
0383028|1|1368
0383028|2|877
0383028|3|1094
0383028|4|1773
0383028|5|3033
0383028|6|5496
0383028|7|9717
0383028|8|11494
0383028|9|9146
0383028|10|10662
1155592|1|237
1155592|2|112
1155592|3|186
1155592|4|383
1155592|5|1013
1155592|6|2924
1155592|7|8282
1155592|8|13582
1155592|9|8005
1155592|10|4911
1024715|1|516
1024715|2|402
1024715|3|638
1024715|4|1358
1024715|5|2928
1024715|6|6277
1024715|7|8133
1024715|8|4821
1024715|9|1619
1024715|10|1715
0455538|1|784
0455538|2|667
0455538|3|1305
0455538|4|2794
0455538|5|6701
0455538|6|14833
0455538|7|18583
0455538|8|9092
0455538|9|2968
0455538|10|2983
0978759|1|196
0978759|2|137
0978759|3|215
0978759|4|401
0978759|5|1105
0978759|6|3004
0978759|7|7417
0978759|8|5852
0978759|9|2051
0978759|10|1245
1166100|1|1501
1166100|2|425
1166100|3|483
1166100|4|710
1166100|5|1651
1166100|6|3381
1166100|7|7020
1166100|8|8000
1166100|9|4616
1166100|10|7180
1012804|1|459
1012804|2|270
1012804|3|459
1012804|4|756
1012804|5|1530
1012804|6|3027
1012804|7|4871
1012804|8|3768
1012804|9|1728
1012804|10|1599
1185616|1|801
1185616|2|198
1185616|3|243
1185616|4|426
1185616|5|919
1185616|6|2588
1185616|7|7293
1185616|8|15126
1185616|9|10944
1185616|10|7083
0893325|1|17
0893325|2|6
0893325|3|3
0893325|4|5
0893325|5|3
0893325|6|9
0893325|7|6
0893325|8|11
0893325|9|3
0893325|10|23
0800241|1|380
0800241|2|314
0800241|3|622
0800241|4|1343
0800241|5|3538
0800241|6|9700
0800241|7|15084
0800241|8|7928
0800241|9|2072
0800241|10|1487
1027729|1|6
1027729|2|0
1027729|3|2
1027729|4|6
1027729|5|9
1027729|6|6
1027729|7|12
1027729|8|11
1027729|9|2
1027729|10|11
1146325|1|707
1146325|2|355
1146325|3|480
1146325|4|828
1146325|5|1350
1146325|6|1588
1146325|7|1359
1146325|8|777
1146325|9|917
1146325|10|2001
1139797|1|2782
1139797|2|1152
1139797|3|1455
1139797|4|2524
1139797|5|4862
1139797|6|11277
1139797|7|27687
1139797|8|50200
1139797|9|39031
1139797|10|30559
0499549|1|23624
0499549|2|8261
0499549|3|11292
0499549|4|17169
0499549|5|33327
0499549|6|68085
0499549|7|138263
0499549|8|200135
0499549|9|168256
0499549|10|206223
1055369|1|17668
1055369|2|10871
1055369|3|14158
1055369|4|21572
1055369|5|38808
1055369|6|63998
1055369|7|63821
1055369|8|39247
1055369|9|18694
1055369|10|30543
0417741|1|5107
0417741|2|1735
0417741|3|2734
0417741|4|5185
0417741|5|12729
0417741|6|33103
0417741|7|79564
0417741|8|84000
0417741|9|38967
0417741|10|52777
1259571|1|42912
1259571|2|13159
1259571|3|15724
1259571|4|23383
1259571|5|28774
1259571|6|26243
1259571|7|20351
1259571|8|13386
1259571|9|7409
1259571|10|27368
1049413|1|4450
1049413|2|1617
1049413|3|2392
1049413|4|4535
1049413|5|11448
1049413|6|33438
1049413|7|98361
1049413|8|185611
1049413|9|172517
1049413|10|136830
1119646|1|6409
1119646|2|3160
1119646|3|4623
1119646|4|7864
1119646|5|17482
1119646|6|45239
1119646|7|117255
1119646|8|179109
1119646|9|105254
1119646|10|90214
0796366|1|5823
0796366|2|1996
0796366|3|2722
0796366|4|4428
0796366|5|9843
0796366|6|27736
0796366|7|85371
0796366|8|160798
0796366|9|111919
0796366|10|84374
0878804|1|2199
0878804|2|967
0878804|3|1474
0878804|4|2754
0878804|5|6632
0878804|6|17574
0878804|7|47791
0878804|8|69473
0878804|9|37843
0878804|10|32663
1231580|1|4387
1231580|2|2200
1231580|3|3008
1231580|4|4584
1231580|5|5268
1231580|6|4066
1231580|7|2459
1231580|8|1510
1231580|9|667
1231580|10|2904
0988045|1|2763
0988045|2|1676
0988045|3|2828
0988045|4|5694
0988045|5|14722
0988045|6|41586
0988045|7|114341
0988045|8|156567
0988045|9|74732
0988045|10|55907
0892782|1|1172
0892782|2|915
0892782|3|1971
0892782|4|4500
0892782|5|12347
0892782|6|29040
0892782|7|34615
0892782|8|16601
0892782|9|5659
0892782|10|5957
1080016|1|1123
1080016|2|879
1080016|3|1766
1080016|4|4094
1080016|5|10667
1080016|6|28149
1080016|7|54510
1080016|8|33882
1080016|9|13563
1080016|10|14500
0458525|1|5501
0458525|2|4695
0458525|3|8346
0458525|4|15822
0458525|5|31948
0458525|6|68320
0458525|7|102488
0458525|8|65357
0458525|9|25687
0458525|10|27498
1078912|1|2043
1078912|2|2031
1078912|3|4045
1078912|4|9248
1078912|5|23758
1078912|6|39130
1078912|7|26299
1078912|8|11278
1078912|9|3885
1078912|10|6244
1190080|1|13159
1190080|2|9623
1190080|3|15109
1190080|4|24754
1190080|5|46121
1190080|6|62725
1190080|7|52375
1190080|8|27972
1190080|9|11568
1190080|10|15555
1041829|1|1991
1041829|2|1760
1041829|3|3394
1041829|4|7638
1041829|5|20074
1041829|6|47121
1041829|7|64879
1041829|8|39117
1041829|9|17351
1041829|10|20524
1013752|1|3386
1013752|2|1864
1013752|3|3221
1013752|4|6938
1013752|5|17428
1013752|6|43415
1013752|7|59527
1013752|8|31582
1013752|9|12286
1013752|10|20774
1046173|1|7442
1046173|2|5654
1046173|3|8795
1046173|4|14742
1046173|5|27435
1046173|6|40011
1046173|7|33694
1046173|8|17699
1046173|9|6841
1046173|10|10504
1114740|1|4321
1114740|2|3565
1114740|3|5914
1114740|4|10341
1114740|5|18111
1114740|6|18865
1114740|7|11519
1114740|8|4900
1114740|9|1731
1114740|10|4091
1310670|1|6
1310670|2|0
1310670|3|3
1310670|4|0
1310670|5|1
1310670|6|1
1310670|7|3
1310670|8|9
1310670|9|2
1310670|10|10
1067106|1|1035
1067106|2|719
1067106|3|1232
1067106|4|2442
1067106|5|6028
1067106|6|14060
1067106|7|21057
1067106|8|12931
1067106|9|5521
1067106|10|6889
0808151|1|2807
0808151|2|1946
0808151|3|3444
0808151|4|7079
0808151|5|17552
0808151|6|42850
0808151|7|64307
0808151|8|37878
0808151|9|14311
0808151|10|12928
0438488|1|5038
0438488|2|3193
0438488|3|6219
0438488|4|12122
0438488|5|27192
0438488|6|59668
0438488|7|85072
0438488|8|48705
0438488|9|17369
0438488|10|18317
0844471|1|1259
0844471|2|918
0844471|3|1658
0844471|4|3740
0844471|5|10144
0844471|6|26624
0844471|7|49850
0844471|8|32091
0844471|9|12208
0844471|10|11217
0361748|1|12655
0361748|2|4299
0361748|3|5700
0361748|4|8662
0361748|5|17071
0361748|6|40497
0361748|7|111011
0361748|8|237734
0361748|9|253600
0361748|10|177178
0436339|1|2383
0436339|2|1471
0436339|3|2457
0436339|4|4216
0436339|5|7226
0436339|6|6692
0436339|7|3992
0436339|8|1739
0436339|9|661
0436339|10|1810
1136608|1|8280
1136608|2|3709
1136608|3|5223
1136608|4|7737
1136608|5|15151
1136608|6|35096
1136608|7|86254
1136608|8|154389
1136608|9|125259
1136608|10|84898
1230414|1|929
1230414|2|727
1230414|3|1266
1230414|4|2709
1230414|5|6860
1230414|6|16466
1230414|7|20213
1230414|8|11139
1230414|9|4352
1230414|10|4487
1078940|1|2428
1078940|2|2673
1078940|3|4676
1078940|4|8978
1078940|5|18410
1078940|6|21800
1078940|7|13182
1078940|8|5684
1078940|9|1962
1078940|10|2981
0409459|1|8403
0409459|2|4031
0409459|3|5548
0409459|4|8892
0409459|5|17306
0409459|6|35374
0409459|7|69846
0409459|8|100275
0409459|9|73068
0409459|10|64093
0780521|1|1149
0780521|2|603
0780521|3|948
0780521|4|1942
0780521|5|5176
0780521|6|13355
0780521|7|25457
0780521|8|20235
0780521|9|9029
0780521|10|9926
1152836|1|2346
1152836|2|1467
1152836|3|2771
1152836|4|5814
1152836|5|15118
1152836|6|38421
1152836|7|74865
1152836|8|51002
1152836|9|19197
1152836|10|17882
1135503|1|761
1135503|2|539
1135503|3|855
1135503|4|1850
1135503|5|4915
1135503|6|13307
1135503|7|25800
1135503|8|17789
1135503|9|6942
1135503|10|5583
1001508|1|2333
1001508|2|1935
1001508|3|3173
1001508|4|6482
1001508|5|15167
1001508|6|31470
1001508|7|34925
1001508|8|19021
1001508|9|7625
1001508|10|8508
1142800|1|3392
1142800|2|518
1142800|3|445
1142800|4|519
1142800|5|659
1142800|6|743
1142800|7|733
1142800|8|641
1142800|9|357
1142800|10|1476
1142988|1|2660
1142988|2|2285
1142988|3|3761
1142988|4|7514
1142988|5|17398
1142988|6|36406
1142988|7|43346
1142988|8|24479
1142988|9|10598
1142988|10|13007
1193138|1|1754
1193138|2|1137
1193138|3|1891
1193138|4|4031
1193138|5|10825
1193138|6|32308
1193138|7|78855
1193138|8|83248
1193138|9|35669
1193138|10|18297
0448011|1|4610
0448011|2|4184
0448011|3|6879
0448011|4|12687
0448011|5|25024
0448011|6|44260
0448011|7|44803
0448011|8|23733
0448011|9|9201
0448011|10|9928
1114677|1|8871
1114677|2|1849
1114677|3|2099
1114677|4|2741
1114677|5|3326
1114677|6|2995
1114677|7|2415
1114677|8|1620
1114677|9|938
1114677|10|4446
0386117|1|2614
0386117|2|1770
0386117|3|2366
0386117|4|3933
0386117|5|7342
0386117|6|13889
0386117|7|20381
0386117|8|16756
0386117|9|9035
0386117|10|8894
1156398|1|2656
1156398|2|1470
1156398|3|2416
1156398|4|4452
1156398|5|11133
1156398|6|32697
1156398|7|89527
1156398|8|125439
1156398|9|62137
1156398|10|48128
0327597|1|1405
0327597|2|601
0327597|3|969
0327597|4|1767
0327597|5|4390
0327597|6|12353
0327597|7|31375
0327597|8|44894
0327597|9|23370
0327597|10|19677
1197624|1|1596
1197624|2|1059
1197624|3|1846
1197624|4|3676
1197624|5|8721
1197624|6|23033
1197624|7|55417
1197624|8|63113
1197624|9|31627
1197624|10|24979
0785006|1|1101
0785006|2|627
0785006|3|975
0785006|4|1745
0785006|5|3130
0785006|6|3012
0785006|7|2108
0785006|8|1126
0785006|9|523
0785006|10|1647
1477715|1|1748
1477715|2|358
1477715|3|445
1477715|4|688
1477715|5|1579
1477715|6|3387
1477715|7|6767
1477715|8|6101
1477715|9|3247
1477715|10|8610
1155056|1|1414
1155056|2|1003
