imdbid|rating|votes
0327437|3|2714
0327437|4|5836
0327437|5|13231
0327437|6|19208
0327437|7|13201
0327437|8|5608
0327437|9|1930
0327437|10|3446
0358349|1|955
0358349|2|814
0358349|3|1270
0358349|4|2176
0358349|5|2135
0358349|6|1494
0358349|7|794
0358349|8|402
0358349|9|196
0358349|10|690
0395169|1|3027
0395169|2|771
0395169|3|880
0395169|4|1523
0395169|5|3780
0395169|6|11514
0395169|7|41698
0395169|8|87900
0395169|9|67414
0395169|10|42408
0327679|1|1083
0327679|2|856
0327679|3|1409
0327679|4|2814
0327679|5|6095
0327679|6|10889
0327679|7|10406
0327679|8|6236
0327679|9|2677
0327679|10|4522
0318974|1|496
0318974|2|372
0318974|3|624
0318974|4|1211
0318974|5|2595
0318974|6|4438
0318974|7|3420
0318974|8|1701
0318974|9|724
0318974|10|1100
0339412|1|304
0339412|2|300
0339412|3|615
0339412|4|1313
0339412|5|2787
0339412|6|3536
0339412|7|1850
0339412|8|735
0339412|9|219
0339412|10|428
0353774|1|20
0353774|2|7
0353774|3|10
0353774|4|21
0353774|5|32
0353774|6|69
0353774|7|121
0353774|8|60
0353774|9|49
0353774|10|139
0329691|1|4638
0329691|2|2639
0329691|3|3084
0329691|4|3233
0329691|5|3135
0329691|6|2430
0329691|7|1546
0329691|8|846
0329691|9|478
0329691|10|1523
0377062|1|724
0377062|2|686
0377062|3|1328
0377062|4|2934
0377062|5|7211
0377062|6|14462
0377062|7|11199
0377062|8|4263
0377062|9|1150
0377062|10|1574
0361841|1|1089
0361841|2|628
0361841|3|1075
0361841|4|1893
0361841|5|3116
0361841|6|2949
0361841|7|1980
0361841|8|970
0361841|9|447
0361841|10|792
0403703|1|1511
0403703|2|473
0403703|3|465
0403703|4|513
0403703|5|615
0403703|6|617
0403703|7|468
0403703|8|296
0403703|9|163
0403703|10|1123
0338512|1|133
0338512|2|93
0338512|3|138
0338512|4|286
0338512|5|749
0338512|6|1763
0338512|7|3221
0338512|8|2218
0338512|9|1185
0338512|10|1869
0366551|1|2048
0366551|2|1409
0366551|3|2039
0366551|4|3783
0366551|5|8681
0366551|6|21267
0366551|7|44151
0366551|8|36097
0366551|9|15678
0366551|10|18727
0323033|1|305
0323033|2|363
0323033|3|688
0323033|4|1621
0323033|5|3485
0323033|6|5314
0323033|7|3516
0323033|8|1614
0323033|9|657
0323033|10|997
0356150|1|2897
0356150|2|2411
0356150|3|3957
0356150|4|7356
0356150|5|15713
0356150|6|30750
0356150|7|41537
0356150|8|26583
0356150|9|12435
0356150|10|16838
0332712|1|439
0332712|2|233
0332712|3|309
0332712|4|450
0332712|5|482
0332712|6|396
0332712|7|260
0332712|8|165
0332712|9|65
0332712|10|305
0387575|1|2326
0387575|2|1827
0387575|3|2800
0387575|4|4061
0387575|5|5374
0387575|6|4447
0387575|7|2762
0387575|8|1494
0387575|9|636
0387575|10|2543
0335559|1|588
0335559|2|597
0335559|3|1130
0335559|4|2198
0335559|5|4669
0335559|6|5841
0335559|7|3727
0335559|8|1747
0335559|9|719
0335559|10|1429
0360201|1|736
0360201|2|650
0360201|3|1271
0360201|4|2648
0360201|5|6495
0360201|6|13364
0360201|7|13902
0360201|8|6747
0360201|9|2502
0360201|10|3018
0318462|1|970
0318462|2|246
0318462|3|373
0318462|4|675
0318462|5|1771
0318462|6|5466
0318462|7|16978
0318462|8|27549
0318462|9|16086
0318462|10|12217
0337917|1|449
0337917|2|346
0337917|3|606
0337917|4|1019
0337917|5|1591
0337917|6|1342
0337917|7|887
0337917|8|510
0337917|9|239
0337917|10|949
0327247|1|1408
0327247|2|1517
0327247|3|2903
0327247|4|5421
0327247|5|10393
0327247|6|11145
0327247|7|6659
0327247|8|2897
0327247|9|1086
0327247|10|1968
0241025|1|461
0241025|2|310
0241025|3|573
0241025|4|1050
0241025|5|2456
0241025|6|4200
0241025|7|3864
0241025|8|2248
0241025|9|851
0241025|10|1242
0338325|1|556
0338325|2|392
0338325|3|589
0338325|4|1110
0338325|5|2298
0338325|6|3460
0338325|7|2551
0338325|8|1148
0338325|9|414
0338325|10|632
0265208|1|1858
0265208|2|1539
0265208|3|2839
0265208|4|5861
0265208|5|14445
0265208|6|32664
0265208|7|49658
0265208|8|29477
0265208|9|12840
0265208|10|18394
0361925|1|410
0361925|2|395
0361925|3|803
0361925|4|1430
0361925|5|2593
0361925|6|2513
0361925|7|1462
0361925|8|501
0361925|9|167
0361925|10|330
0335121|1|1118
0335121|2|1176
0335121|3|2317
0335121|4|4214
0335121|5|5855
0335121|6|4266
0335121|7|1857
0335121|8|761
0335121|9|249
0335121|10|524
0367085|1|3305
0367085|2|1620
0367085|3|1842
0367085|4|2142
0367085|5|2441
0367085|6|2072
0367085|7|1511
0367085|8|889
0367085|9|431
0367085|10|1857
0338096|1|792
0338096|2|650
0338096|3|870
0338096|4|1587
0338096|5|2858
0338096|6|3965
0338096|7|3569
0338096|8|2580
0338096|9|1402
0338096|10|3365
0363282|1|2061
0363282|2|1184
0363282|3|1524
0363282|4|2241
0363282|5|2768
0363282|6|2396
0363282|7|1624
0363282|8|987
0363282|9|507
0363282|10|2241
0326856|1|1930
0326856|2|1784
0326856|3|2744
0326856|4|4428
0326856|5|5605
0326856|6|4685
0326856|7|2674
0326856|8|1066
0326856|9|382
0326856|10|922
0365748|1|5318
0365748|2|1985
0365748|3|2663
0365748|4|4568
0365748|5|9820
0365748|6|26066
0365748|7|66164
0365748|8|119575
0365748|9|77783
0365748|10|76491
0352277|1|241
0352277|2|154
0352277|3|225
0352277|4|425
0352277|5|907
0352277|6|1777
0352277|7|2153
0352277|8|1695
0352277|9|914
0352277|10|1095
0375173|1|895
0375173|2|722
0375173|3|1274
0375173|4|2648
0375173|5|6084
0375173|6|11218
0375173|7|10668
0375173|8|5328
0375173|9|2001
0375173|10|2289
0324554|1|643
0324554|2|472
0324554|3|736
0324554|4|1346
0324554|5|2828
0324554|6|6517
0324554|7|11543
0324554|8|9597
0324554|9|4919
0324554|10|5949
0356721|1|2230
0356721|2|1204
0356721|3|1667
0356721|4|2498
0356721|5|4362
0356721|6|7694
0356721|7|11682
0356721|8|10984
0356721|9|6810
0356721|10|7415
0349169|1|160
0349169|2|100
0349169|3|225
0349169|4|472
0349169|5|912
0349169|6|955
0349169|7|676
0349169|8|299
0349169|9|134
0349169|10|283
0360139|1|593
0360139|2|554
0360139|3|954
0360139|4|2098
0360139|5|4525
0360139|6|7146
0360139|7|5793
0360139|8|3481
0360139|9|1629
0360139|10|2989
0380277|1|602
0380277|2|311
0380277|3|307
0380277|4|300
0380277|5|298
0380277|6|181
0380277|7|107
0380277|8|61
0380277|9|29
0380277|10|174
0252028|1|1042
0252028|2|815
0252028|3|1233
0252028|4|2066
0252028|5|3395
0252028|6|3626
0252028|7|2387
0252028|8|1143
0252028|9|469
0252028|10|1087
0390521|1|1004
0390521|2|495
0390521|3|734
0390521|4|1361
0390521|5|3750
0390521|6|10740
0390521|7|26557
0390521|8|23952
0390521|9|8609
0390521|10|6906
0385004|1|944
0385004|2|482
0385004|3|795
0385004|4|1527
0385004|5|3551
0385004|6|9192
0385004|7|21909
0385004|8|28458
0385004|9|13898
0385004|10|10765
0399877|1|2234
0399877|2|662
0399877|3|704
0399877|4|719
0399877|5|1065
0399877|6|1215
0399877|7|1280
0399877|8|1166
0399877|9|839
0399877|10|2117
0361696|1|1489
0361696|2|674
0361696|3|975
0361696|4|1782
0361696|5|3145
0361696|6|3929
0361696|7|3195
0361696|8|2118
0361696|9|1167
0361696|10|3893
0314498|1|503
0314498|2|495
0314498|3|937
0314498|4|1923
0314498|5|4246
0314498|6|5087
0314498|7|3142
0314498|8|1452
0314498|9|510
0314498|10|1206
0362269|1|499
0362269|2|209
0362269|3|365
0362269|4|752
0362269|5|2294
0362269|6|6794
0362269|7|14186
0362269|8|10846
0362269|9|3917
0362269|10|2601
0368975|1|934
0368975|2|663
0368975|3|929
0368975|4|1387
0368975|5|2157
0368975|6|1906
0368975|7|1471
0368975|8|915
0368975|9|498
0368975|10|1691
0270846|1|15867
0270846|2|1314
0270846|3|570
0270846|4|309
0270846|5|255
0270846|6|157
0270846|7|149
0270846|8|122
0270846|9|137
0270846|10|6240
0360139|1|593
0360139|2|554
0360139|3|954
0360139|4|2098
0360139|5|4525
0360139|6|7146
0360139|7|5793
0360139|8|3481
0360139|9|1629
0360139|10|2989
0332375|1|926
0332375|2|485
0332375|3|670
0332375|4|1347
0332375|5|3057
0332375|6|6261
0332375|7|10224
0332375|8|7988
0332375|9|4001
0332375|10|5114
0324127|1|443
0324127|2|378
0324127|3|729
0324127|4|1449
0324127|5|2890
0324127|6|4316
0324127|7|3348
0324127|8|1596
0324127|9|559
0324127|10|700
0345074|1|220
0345074|2|154
0345074|3|234
0345074|4|444
0345074|5|822
0345074|6|1291
0345074|7|1364
0345074|8|928
0345074|9|483
0345074|10|822
0340012|1|109
0340012|2|77
0340012|3|161
0340012|4|354
0340012|5|633
0340012|6|1561
0340012|7|2919
0340012|8|2530
0340012|9|1192
0340012|10|1089
0167456|1|1392
0167456|2|1046
0167456|3|1479
0167456|4|1727
0167456|5|1744
0167456|6|1344
0167456|7|804
0167456|8|460
0167456|9|225
0167456|10|801
0399901|1|42
0399901|2|6
0399901|3|20
0399901|4|42
0399901|5|62
0399901|6|85
0399901|7|141
0399901|8|138
0399901|9|67
0399901|10|197
0390221|1|158
0390221|2|113
0390221|3|140
0390221|4|279
0390221|5|820
0390221|6|3100
0390221|7|8597
0390221|8|10673
0390221|9|4070
0390221|10|2367
0344510|1|522
0344510|2|233
0344510|3|351
0344510|4|723
0344510|5|1858
0344510|6|5262
0344510|7|13390
0344510|8|19914
0344510|9|11435
0344510|10|8495
0350194|1|85
0350194|2|55
0350194|3|67
0350194|4|77
0350194|5|173
0350194|6|255
0350194|7|176
0350194|8|122
0350194|9|54
0350194|10|152
0315824|1|762
0315824|2|808
0315824|3|1534
0315824|4|2718
0315824|5|4041
0315824|6|3226
0315824|7|1506
0315824|8|545
0315824|9|179
0315824|10|473
0363473|1|239
0363473|2|176
0363473|3|246
0363473|4|458
0363473|5|1079
0363473|6|2409
0363473|7|3471
0363473|8|2326
0363473|9|1001
0363473|10|1327
0312329|1|275
0312329|2|232
0312329|3|400
0312329|4|736
0312329|5|1424
0312329|6|1472
0312329|7|714
0312329|8|313
0312329|9|74
0312329|10|233
0381681|1|3192
0381681|2|1054
0381681|3|1241
0381681|4|1966
0381681|5|4205
0381681|6|10142
0381681|7|26161
0381681|8|47790
0381681|9|35577
0381681|10|34702
0331952|1|257
0331952|2|234
0331952|3|476
0331952|4|948
0331952|5|2173
0331952|6|3566
0331952|7|2400
0331952|8|874
0331952|9|286
0331952|10|359
0354766|1|245
0354766|2|138
0354766|3|253
0354766|4|452
0354766|5|764
0354766|6|989
0354766|7|797
0354766|8|456
0354766|9|183
0354766|10|500
0275491|1|620
0275491|2|278
0275491|3|462
0275491|4|773
0275491|5|1921
0275491|6|4628
0275491|7|10910
0275491|8|13881
0275491|9|6589
0275491|10|4871
0337876|1|1401
0337876|2|934
0337876|3|1273
0337876|4|2278
0337876|5|4271
0337876|6|6494
0337876|7|5637
0337876|8|3570
0337876|9|1817
0337876|10|1751
0331953|1|1100
0331953|2|890
0331953|3|1456
0331953|4|2362
0331953|5|3900
0331953|6|4796
0331953|7|3985
0331953|8|2238
0331953|9|917
0331953|10|2005
0360009|1|499
0360009|2|366
0360009|3|621
0360009|4|1245
0360009|5|2712
0360009|6|5486
0360009|7|7336
0360009|8|4655
0360009|9|1885
0360009|10|1679
0377744|1|476
0377744|2|226
0377744|3|224
0377744|4|259
0377744|5|379
0377744|6|379
0377744|7|285
0377744|8|180
0377744|9|87
0377744|10|282
0389831|1|19
0389831|2|15
0389831|3|22
0389831|4|45
0389831|5|94
0389831|6|133
0389831|7|114
0389831|8|53
0389831|9|19
0389831|10|26
0348593|1|203
0348593|2|153
0348593|3|254
0348593|4|486
0348593|5|1137
0348593|6|2643
0348593|7|3978
0348593|8|2618
0348593|9|1004
0348593|10|894
0315273|1|82
0315273|2|19
0315273|3|16
0315273|4|47
0315273|5|67
0315273|6|53
0315273|7|35
0315273|8|8
0315273|9|18
0315273|10|76
0383694|1|251
0383694|2|105
0383694|3|134
0383694|4|224
0383694|5|617
0383694|6|1720
0383694|7|4709
0383694|8|6747
0383694|9|3382
0383694|10|2285
0379889|1|317
0379889|2|223
0379889|3|285
0379889|4|663
0379889|5|1708
0379889|6|4631
0379889|7|9098
0379889|8|7095
0379889|9|2936
0379889|10|2535
0388789|1|200
0388789|2|86
0388789|3|120
0388789|4|195
0388789|5|486
0388789|6|1041
0388789|7|2565
0388789|8|3111
0388789|9|1652
0388789|10|1442
0410454|1|57
0410454|2|12
0410454|3|13
0410454|4|30
0410454|5|33
0410454|6|80
0410454|7|118
0410454|8|123
0410454|9|85
0410454|10|272
0420332|1|1375
0420332|2|231
0420332|3|311
0420332|4|416
0420332|5|916
0420332|6|1763
0420332|7|3661
0420332|8|5427
0420332|9|4408
0420332|10|14985
0398872|1|44
0398872|2|13
0398872|3|33
0398872|4|58
0398872|5|91
0398872|6|86
0398872|7|45
0398872|8|38
0398872|9|16
0398872|10|91
0375104|1|66
0375104|2|40
0375104|3|49
0375104|4|115
0375104|5|301
0375104|6|678
0375104|7|917
0375104|8|459
0375104|9|204
0375104|10|364
0286218|1|30
0286218|2|14
0286218|3|10
0286218|4|26
0286218|5|24
0286218|6|47
0286218|7|60
0286218|8|36
0286218|9|31
0286218|10|136
0391024|1|51
0391024|2|26
0391024|3|23
0391024|4|40
0391024|5|140
0391024|6|374
0391024|7|957
0391024|8|1464
0391024|9|874
0391024|10|784
0389326|1|35
0389326|2|13
0389326|3|26
0389326|4|22
0389326|5|66
0389326|6|258
0389326|7|702
0389326|8|1209
0389326|9|763
0389326|10|724
0385635|1|11
0385635|2|8
0385635|3|5
0385635|4|19
0385635|5|43
0385635|6|126
0385635|7|261
0385635|8|174
0385635|9|73
0385635|10|130
0397696|1|15
0397696|2|2
0397696|3|3
0397696|4|9
0397696|5|23
0397696|6|57
0397696|7|111
0397696|8|145
0397696|9|74
0397696|10|143
0363532|1|44
0363532|2|48
0363532|3|61
0363532|4|104
0363532|5|277
0363532|6|657
0363532|7|1281
0363532|8|993
0363532|9|483
0363532|10|208
0369702|1|843
0369702|2|239
0369702|3|334
0369702|4|547
0369702|5|1245
0369702|6|3459
0369702|7|10073
0369702|8|20831
0369702|9|15125
0369702|10|11286
0361309|1|194
0361309|2|150
0361309|3|230
0361309|4|461
0361309|5|981
0361309|6|1874
0361309|7|2073
0361309|8|1185
0361309|9|479
0361309|10|558
0400400|1|16
0400400|2|8
0400400|3|9
0400400|4|11
0400400|5|42
0400400|6|74
0400400|7|173
0400400|8|156
0400400|9|80
0400400|10|85
0380344|1|53
0380344|2|17
0380344|3|56
0380344|4|61
0380344|5|61
0380344|6|63
0380344|7|33
0380344|8|39
0380344|9|6
0380344|10|24
0313300|1|21
0313300|2|20
0313300|3|36
0313300|4|84
0313300|5|187
0313300|6|318
0313300|7|294
0313300|8|182
0313300|9|72
0313300|10|113
0347473|1|1324
0347473|2|265
0347473|3|332
0347473|4|567
0347473|5|1249
0347473|6|2554
0347473|7|4283
0347473|8|3412
0347473|9|2080
0347473|10|5733
0386669|1|72
0386669|2|47
0386669|3|88
0386669|4|100
0386669|5|177
0386669|6|195
0386669|7|153
0386669|8|79
0386669|9|46
0386669|10|89
0121766|1|10640
0121766|2|4725
0121766|3|7158
0121766|4|10877
0121766|5|21658
0121766|6|46755
0121766|7|101574
0121766|8|134273
0121766|9|80832
0121766|10|94079
0363771|1|4662
0363771|2|2596
0363771|3|4655
0363771|4|9424
0363771|5|21897
0363771|6|49921
0363771|7|79941
0363771|8|53127
0363771|9|24314
0363771|10|31986
0330373|1|5264
0330373|2|1626
0330373|3|2741
0330373|4|4983
0330373|5|12811
0330373|6|33920
0330373|7|89073
0330373|8|108672
0330373|9|50676
0330373|10|69619
0407304|1|9577
0407304|2|5349
0407304|3|9301
0407304|4|17124
0407304|5|37050
0407304|6|74544
0407304|7|87818
0407304|8|50396
0407304|9|18930
0407304|10|20004
0360717|1|5887
0360717|2|2901
0360717|3|4864
0360717|4|8492
0360717|5|18446
0360717|6|41268
0360717|7|77401
0360717|8|75089
0360717|9|37786
0360717|10|40810
0396269|1|2872
0396269|2|2197
0396269|3|3808
0396269|4|7580
0396269|5|18726
0396269|6|45257
0396269|7|83644
0396269|8|60239
0396269|9|27049
0396269|10|25857
0367594|1|5704
0367594|2|3934
0367594|3|6506
0367594|4|12870
0367594|5|28174
0367594|6|60795
0367594|7|87216
0367594|8|57114
0367594|9|23967
0367594|10|28613
0372784|1|8471
0372784|2|2308
0372784|3|3360
0372784|4|5775
0372784|5|13507
0372784|6|38528
0372784|7|134448
0372784|8|302701
0372784|9|260633
0372784|10|194481
0351283|1|1733
0351283|2|1395
0351283|3|2743
0351283|4|6432
0351283|5|18393
0351283|6|51264
0351283|7|89615
0351283|8|52918
0351283|9|18554
0351283|10|18587
0356910|1|6051
0356910|2|4380
0356910|3|7612
0356910|4|16146
0356910|5|38213
0356910|6|81748
0356910|7|98524
0356910|8|51122
0356910|9|18277
0356910|10|21330
0386588|1|2445
0386588|2|1974
0386588|3|3563
0386588|4|8326
0386588|5|22289
0386588|6|55027
0386588|7|77035
0386588|8|41860
0386588|9|15151
0386588|10|14697
0398165|1|2206
0398165|2|1801
0398165|3|3123
0398165|4|6382
0398165|5|15169
0398165|6|31563
0398165|7|34259
0398165|8|17743
0398165|9|6495
0398165|10|9391
0120667|1|6826
0120667|2|6317
0120667|3|12125
0120667|4|25491
0120667|5|53229
0120667|6|74034
0120667|7|50057
0120667|8|20104
0120667|9|6427
0120667|10|10969
0371606|1|1732
0371606|2|1424
0371606|3|2672
0371606|4|5527
0371606|5|12176
0371606|6|17156
0371606|7|11602
0371606|8|5231
0371606|9|1920
0371606|10|3242
0358082|1|1062
0358082|2|1114
0358082|3|2257
0358082|4|5246
0358082|5|13514
0358082|6|27965
0358082|7|27784
0358082|8|12834
0358082|9|4384
0358082|10|5328
0358273|1|1758
0358273|2|463
0358273|3|691
0358273|4|1456
0358273|5|3770
0358273|6|11789
0358273|7|36579
0358273|8|63907
0358273|9|35215
0358273|10|31453
0395699|1|2247
0395699|2|2134
0395699|3|3738
0395699|4|6892
0395699|5|12776
0395699|6|15320
0395699|7|10303
0395699|8|5027
0395699|9|2071
0395699|10|4684
0369441|1|1611
0369441|2|1524
0369441|3|3112
0369441|4|6802
0369441|5|17207
0369441|6|32371
0369441|7|26734
0369441|8|11232
0369441|9|3692
0369441|10|5502
0405422|1|3648
0405422|2|2567
0405422|3|3979
0405422|4|7653
0405422|5|18252
0405422|6|45931
0405422|7|89304
0405422|8|76688
0405422|9|33715
0405422|10|28254
0408790|1|1808
0408790|2|1536
0408790|3|3081
0408790|4|7111
0408790|5|17646
0408790|6|36687
0408790|7|34009
0408790|8|14155
0408790|9|4472
0408790|10|4876
0432348|1|4586
0432348|2|2729
0432348|3|4355
0432348|4|7784
0432348|5|17227
0432348|6|37515
0432348|7|50818
0432348|8|29956
0432348|9|13165
0432348|10|18235
0388795|1|11917
0388795|2|2299
0388795|3|2802
0388795|4|4313
0388795|5|8611
0388795|6|19227
0388795|7|43581
0388795|8|60736
0388795|9|41602
0388795|10|62078
0369735|1|1984
0369735|2|1549
0369735|3|2630
0369735|4|4549
0369735|5|8721
0369735|6|9007
0369735|7|6331
0369735|8|3367
0369735|9|1462
0369735|10|3131
0368578|1|2377
0368578|2|1672
0368578|3|2386
0368578|4|3601
0368578|5|4178
0368578|6|3268
0368578|7|1903
0368578|8|1061
0368578|9|413
0368578|10|1471
0452598|1|1539
0452598|2|1407
0452598|3|2342
0452598|4|4961
0452598|5|9340
0452598|6|9189
0452598|7|5626
0452598|8|2996
0452598|9|1238
0452598|10|3459
0377818|1|4873
0377818|2|3269
0377818|3|5256
0377818|4|8882
0377818|5|13457
0377818|6|12646
0377818|7|8027
0377818|8|3876
0377818|9|1542
0377818|10|4106
0428803|1|399
0428803|2|178
0428803|3|371
0428803|4|646
0428803|5|1534
0428803|6|4258
0428803|7|10352
0428803|8|14047
0428803|9|6931
0428803|10|6440
0377109|1|2821
0377109|2|2693
0377109|3|4535
0377109|4|8868
0377109|5|15823
0377109|6|16066
0377109|7|9631
0377109|8|4352
0377109|9|1671
0377109|10|3566
0360486|1|2648
0360486|2|2097
0360486|3|3839
0360486|4|7528
0360486|5|17157
0360486|6|38658
0360486|7|67570
0360486|8|48946
0360486|9|21547
0360486|10|23054
0404032|1|1504
0404032|2|1018
0404032|3|1783
0404032|4|3615
0404032|5|8532
0404032|6|18744
0404032|7|27400
0404032|8|17700
0404032|9|7231
0404032|10|7708
0430105|1|1056
0430105|2|706
0430105|3|1332
0430105|4|2930
0430105|5|7858
0430105|6|20569
0430105|7|35803
0430105|8|20787
0430105|9|7735
0430105|10|10019
0401792|1|11961
0401792|2|4937
0401792|3|6132
0401792|4|9306
0401792|5|18686
0401792|6|40784
0401792|7|99042
0401792|8|176363
0401792|9|152534
0401792|10|129572
0373926|1|787
0373926|2|694
0373926|3|1432
0373926|4|3419
0373926|5|9631
0373926|6|24844
0373926|7|27429
0373926|8|11343
0373926|9|3328
0373926|10|2753
0372237|1|918
0372237|2|677
0372237|3|1214
0372237|4|2639
0372237|5|6046
0372237|6|9243
0372237|7|6782
0372237|8|3083
0372237|9|1089
0372237|10|1923
0318649|1|1682
0318649|2|1461
0318649|3|2706
0318649|4|5677
0318649|5|12670
0318649|6|21189
0318649|7|17237
0318649|8|7922
0318649|9|2776
0318649|10|3694
0393162|1|541
0393162|2|255
0393162|3|520
0393162|4|1166
0393162|5|3845
0393162|6|12121
0393162|7|29554
0393162|8|23823
0393162|9|9648
0393162|10|9902
0400497|1|2961
0400497|2|2081
0400497|3|3403
0400497|4|5994
0400497|5|7726
0400497|6|6085
0400497|7|3262
0400497|8|1573
0400497|9|650
0400497|10|2298
0384806|1|1919
0384806|2|1634
0384806|3|2975
0384806|4|6063
0384806|5|13171
0384806|6|20853
0384806|7|16519
0384806|8|8288
0384806|9|3077
0384806|10|5008
0405325|1|1307
0405325|2|1050
0405325|3|1855
0405325|4|3864
0405325|5|8203
0405325|6|14052
0405325|7|14384
0405325|8|7889
0405325|9|3037
0405325|10|4811
0374536|1|3741
0374536|2|3565
0374536|3|5832
0374536|4|10063
0374536|5|13579
0374536|6|10321
0374536|7|5674
0374536|8|2589
0374536|9|903
0374536|10|2058
0418763|1|1884
0418763|2|873
0418763|3|1625
0418763|4|3083
0418763|5|8141
0418763|6|22224
0418763|7|46347
0418763|8|35215
0418763|9|12585
0418763|10|10077
0352248|1|1449
0352248|2|443
0352248|3|592
0352248|4|1105
0352248|5|2786
0352248|6|7947
0352248|7|25160
0352248|8|50413
0352248|9|31319
0352248|10|25570
0356680|1|1714
0356680|2|1073
0356680|3|1624
0356680|4|2987
0356680|5|5866
0356680|6|10031
0356680|7|10735
0356680|8|7136
0356680|9|3322
0356680|10|4278
0421239|1|1395
0421239|2|1026
0421239|3|2030
0421239|4|4098
0421239|5|10360
0421239|6|23427
0421239|7|27175
0421239|8|12892
0421239|9|4445
0421239|10|6381
0397535|1|1292
0397535|2|677
0397535|3|1163
0397535|4|2352
0397535|5|5796
0397535|6|14421
0397535|7|31489
0397535|8|30073
0397535|9|15165
0397535|10|15924
0375210|1|1511
0375210|2|1528
0375210|3|2722
0375210|4|4804
0375210|5|8992
0375210|6|10255
0375210|7|6490
0375210|8|2760
0375210|9|899
0375210|10|1522
0312004|1|1168
0312004|2|562
0312004|3|813
0312004|4|1519
0312004|5|3978
0312004|6|10556
0312004|7|24278
0312004|8|28745
0312004|9|13466
0312004|10|11934
0377471|1|2449
0377471|2|1913
0377471|3|3203
0377471|4|5773
0377471|5|10863
0377471|6|14276
0377471|7|10951
0377471|8|5151
0377471|9|1753
0377471|10|2744
0396269|1|2872
0396269|2|2197
0396269|3|3808
0396269|4|7580
0396269|5|18726
0396269|6|45257
0396269|7|83644
0396269|8|60239
0396269|9|27049
0396269|10|25857
0443295|1|1197
0443295|2|871
0443295|3|1377
0443295|4|2560
0443295|5|4386
0443295|6|4082
0443295|7|2749
0443295|8|1514
0443295|9|736
0443295|10|2054
0121164|1|1287
0121164|2|813
0121164|3|1446
0121164|4|3086
0121164|5|8126
0121164|6|23134
0121164|7|52411
0121164|8|51857
0121164|9|22231
0121164|10|21611
0384642|1|866
0384642|2|857
0384642|3|1630
0384642|4|3309
0384642|5|6258
0384642|6|7594
0384642|7|5004
0384642|8|2145
0384642|9|728
0384642|10|1573
0443536|1|1000
0443536|2|757
0443536|3|1232
0443536|4|2219
0443536|5|4584
0443536|6|8787
0443536|7|11817
0443536|8|7685
0443536|9|3376
0443536|10|4001
0382077|1|1421
0382077|2|1471
0382077|3|2825
0382077|4|5846
0382077|5|12623
0382077|6|18185
0382077|7|13931
0382077|8|6963
0382077|9|2654
0382077|10|3738
0371724|1|3342
0371724|2|2184
0371724|3|3560
0371724|4|6257
0371724|5|12988
0371724|6|27052
0371724|7|40624
0371724|8|29964
0371724|9|13779
0371724|10|14265
0365737|1|2185
0365737|2|1201
0365737|3|1819
0365737|4|3333
0365737|5|7453
0365737|6|16934
0365737|7|32319
0365737|8|25053
0365737|9|10412
0365737|10|7514
0422093|1|1519
0422093|2|359
0422093|3|425
0422093|4|592
0422093|5|929
0422093|6|1230
0422093|7|1371
0422093|8|1125
0422093|9|664
0422093|10|2156
0376105|1|629
0376105|2|484
0376105|3|844
0376105|4|1671
0376105|5|2787
0376105|6|2526
0376105|7|1582
0376105|8|734
0376105|9|314
0376105|10|832
0385307|1|2053
0385307|2|2418
0385307|3|4335
0385307|4|8403
0385307|5|12228
0385307|6|9674
0385307|7|5237
0385307|8|2463
0385307|9|1048
0385307|10|2530
0425123|1|836
0425123|2|691
0425123|3|1333
0425123|4|2899
0425123|5|7200
0425123|6|16436
0425123|7|23294
0425123|8|14134
0425123|9|6365
0425123|10|8825
0397101|1|1090
0397101|2|951
0397101|3|1816
0397101|4|4030
0397101|5|9669
0397101|6|19846
0397101|7|24723
0397101|8|13868
0397101|9|5142
0397101|10|5170
0408306|1|2368
0408306|2|815
0408306|3|1301
0408306|4|2326
0408306|5|5774
0408306|6|15871
0408306|7|42549
0408306|8|57614
0408306|9|27624
0408306|10|19102
0320661|1|2480
0320661|2|1533
0320661|3|2696
0320661|4|5326
0320661|5|12432
0320661|6|29557
0320661|7|56663
0320661|8|51102
0320661|9|26085
0320661|10|27051
0357507|1|3330
0357507|2|2829
0357507|3|3883
0357507|4|4453
0357507|5|4294
0357507|6|2843
0357507|7|1680
0357507|8|996
0357507|9|365
0357507|10|1071
0386140|1|1219
0386140|2|1077
0386140|3|2304
0386140|4|5486
0386140|5|13495
0386140|6|21806
0386140|7|14314
0386140|8|5588
0386140|9|1851
0386140|10|3350
0417001|1|610
0417001|2|561
0417001|3|994
0417001|4|1949
0417001|5|4580
0417001|6|7141
0417001|7|5020
0417001|8|2454
0417001|9|924
0417001|10|1401
0388482|1|2373
0388482|2|2104
0388482|3|3707
0388482|4|7742
0388482|5|19637
0388482|6|43370
0388482|7|41355
0388482|8|18538
0388482|9|6362
0388482|10|8934
0398375|1|1457
0398375|2|1314
0398375|3|2132
0398375|4|4345
0398375|5|8915
0398375|6|10642
0398375|7|6339
0398375|8|2676
0398375|9|928
0398375|10|1745
0332047|1|831
0332047|2|549
0332047|3|952
0332047|4|2080
0332047|5|4883
0332047|6|9092
0332047|7|8809
0332047|8|4649
0332047|9|1664
0332047|10|2381
0424774|1|4631
0424774|2|2733
0424774|3|2793
0424774|4|2491
